full_text,cleasing,case_folding,normalisasi,tokenize,filtering/stopword removal,label
CINA JADI SUTRA DARA ? PERCAYALAH TAKDIR ALLAH SWT TIDAK ADA YG BISA MENENTANG . ALLAH SWT SANGAT SAYAANG KEPADA RAKYAT INDONESIA BUKTI NYA ALLAH SWT KIRIM KAN PAHLAWAN RAKYAT BERNAMA BPK ANIES RASYIED BASWEDAN CUCU RASULALLAH https://t.co/KL5hCltfyD,CINA JADI SUTRA DARA PERCAYALAH TAKDIR ALLAH SWT TIDAK ADA YG BISA MENENTANG ALLAH SWT SANGAT SAYAANG KEPADA RAKYAT INDONESIA BUKTI NYA ALLAH SWT KIRIM KAN PAHLAWAN RAKYAT BERNAMA BPK ANIES RASYIED BASWEDAN CUCU RASULALLAH,cina jadi sutra dara percayalah takdir allah swt tidak ada yg bisa menentang allah swt sangat sayaang kepada rakyat indonesia bukti nya allah swt kirim kan pahlawan rakyat bernama bpk anies rasyied baswedan cucu rasulallah,cina jadi sutra dara percayalah takdir allah swt tidak ada yang bisa menentang allah swt sangat sayaang kepada rakyat indonesia bukti nya allah swt kirim kan pahlawan rakyat bernama bapak anies rasyied baswedan cucu rasulallah,"['cina', 'jadi', 'sutra', 'dara', 'percayalah', 'takdir', 'allah', 'swt', 'tidak', 'ada', 'yang', 'bisa', 'menentang', 'allah', 'swt', 'sangat', 'sayaang', 'kepada', 'rakyat', 'indonesia', 'bukti', 'nya', 'allah', 'swt', 'kirim', 'kan', 'pahlawan', 'rakyat', 'bernama', 'bapak', 'anies', 'rasyied', 'baswedan', 'cucu', 'rasulallah']","['cina', 'sutra', 'dara', 'percayalah', 'takdir', 'allah', 'swt', 'menentang', 'allah', 'swt', 'sayaang', 'rakyat', 'indonesia', 'bukti', 'nya', 'allah', 'swt', 'kirim', 'pahlawan', 'rakyat', 'bernama', 'anies', 'rasyied', 'baswedan', 'cucu', 'rasulallah']",Positif
@akunyakul Yg kayak alam itu banyak di jakarta mba. Rajin naik mrt aja ketemu lusinan kayak dia itu. Lagian kok sebutannya jadi alam ganjar ya? Bukannya harusnya pakai last name bapaknya? Alam pranowo? Spt mutiara baswedan itu bener. Bukan mutiara anies .,Yg kayak alam itu banyak di jakarta mba Rajin naik mrt aja ketemu lusinan kayak dia itu Lagian kok sebutannya jadi alam ganjar ya Bukannya harusnya pakai last name bapaknya Alam pranowo Spt mutiara baswedan itu bener Bukan mutiara anies,yg kayak alam itu banyak di jakarta mba rajin naik mrt aja ketemu lusinan kayak dia itu lagian kok sebutannya jadi alam ganjar ya bukannya harusnya pakai last name bapaknya alam pranowo spt mutiara baswedan itu bener bukan mutiara anies,yang kayak alam itu banyak di jakarta mba rajin naik mrt aja ketemu lusinan kayak dia itu lagian kok sebutannya jadi alam   ya bukannya harusnya pakai last name bapaknya alam pranowo seperti mutiara baswedan itu bener bukan mutiara anies,"['yang', 'kayak', 'alam', 'itu', 'banyak', 'di', 'jakarta', 'mba', 'rajin', 'naik', 'mrt', 'aja', 'ketemu', 'lusinan', 'kayak', 'dia', 'itu', 'lagian', 'kok', 'sebutannya', 'jadi', 'alam', 'ya', 'bukannya', 'harusnya', 'pakai', 'last', 'name', 'bapaknya', 'alam', 'pranowo', 'seperti', 'mutiara', 'baswedan', 'itu', 'bener', 'bukan', 'mutiara', 'anies']","['kayak', 'alam', 'jakarta', 'mba', 'rajin', 'mrt', 'aja', 'ketemu', 'lusinan', 'kayak', 'sebutannya', 'alam', 'ya', 'pakai', 'last', 'name', 'bapaknya', 'alam', 'pranowo', 'mutiara', 'baswedan', 'bener', 'mutiara', 'anies']",Netral
SATU PUTARAN UTK PRABOWO ITU artinya Prabowo tdk ikut lagi pada putaran kedua ( langsung keok ) Karena di putaran kedua hanya ada Anies &amp; Ganjar,SATU PUTARAN UTK PRABOWO ITU artinya Prabowo tdk ikut lagi pada putaran kedua langsung keok Karena di putaran kedua hanya ada Anies amp Ganjar,satu putaran utk prabowo itu artinya prabowo tdk ikut lagi pada putaran kedua langsung keok karena di putaran kedua hanya ada anies amp ganjar,satu putaran utk prabowo itu artinya prabowo tdk ikut lagi pada putaran kedua langsung keok karena di putaran kedua hanya ada anies amp  ,"['satu', 'putaran', 'utk', 'prabowo', 'itu', 'artinya', 'prabowo', 'tdk', 'ikut', 'lagi', 'pada', 'putaran', 'kedua', 'langsung', 'keok', 'karena', 'di', 'putaran', 'kedua', 'hanya', 'ada', 'anies', 'amp']","['putaran', 'utk', 'prabowo', 'prabowo', 'tdk', 'putaran', 'langsung', 'keok', 'putaran', 'anies', 'amp']",Netral
@JamalBoegis @aniesbaswedan @cakimiNOW Anies putaran pertama lewat,Anies putaran pertama lewat,anies putaran pertama lewat,anies putaran pertama lewat,"['anies', 'putaran', 'pertama', 'lewat']","['anies', 'putaran']",Netral
@Fahrihamzah tetap pada prinsip sih kalau anies kalah bakalan dukung ganjar. anti prabowo https://t.co/P6KSmakNEM,tetap pada prinsip sih kalau anies kalah bakalan dukung ganjar anti prabowo,tetap pada prinsip sih kalau anies kalah bakalan dukung ganjar anti prabowo,tetap pada prinsip sih kalau anies kalah bakalan dukung   anti prabowo,"['tetap', 'pada', 'prinsip', 'sih', 'kalau', 'anies', 'kalah', 'bakalan', 'dukung', 'anti', 'prabowo']","['prinsip', 'sih', 'anies', 'kalah', 'dukung', 'anti', 'prabowo']",Netral
@othemii_ Ini tanda bahwa pak Anies itu kuat bngat baik di lapangan reel mau pun di medsos.. kejutan besar tgl 14 feb. Anis memimpin perolehan suara.,Ini tanda bahwa pak Anies itu kuat bngat baik di lapangan reel mau pun di medsos kejutan besar tgl 14 feb Anis memimpin perolehan suara,ini tanda bahwa pak anies itu kuat bngat baik di lapangan reel mau pun di medsos kejutan besar tgl 14 feb anis memimpin perolehan suara,ini tanda bahwa pak anies itu kuat bngat baik di lapangan reel mau pun di medsos kejutan besar tgl 14 feb anis memimpin perolehan suara,"['ini', 'tanda', 'bahwa', 'pak', 'anies', 'itu', 'kuat', 'bngat', 'baik', 'di', 'lapangan', 'reel', 'mau', 'pun', 'di', 'medsos', 'kejutan', 'besar', 'tgl', '14', 'feb', 'anis', 'memimpin', 'perolehan', 'suara']","['tanda', 'anies', 'kuat', 'bngat', 'lapangan', 'reel', 'medsos', 'kejutan', 'tgl', '14', 'feb', 'anis', 'memimpin', 'perolehan', 'suara']",Positif
@meerkatchorom @perangutan23 @aniesbaswedan Dgn sgala prestasi p Anies saat jd gubernur apakh kluarga kakak nggk mngapresaisix hngga lbh mbdukung silver fox? Atw maaf just my opinion mngkn nggk suka aja atw krna agama maaf skali lg,Dgn sgala prestasi p Anies saat jd gubernur apakh kluarga kakak nggk mngapresaisix hngga lbh mbdukung silver fox Atw maaf just my opinion mngkn nggk suka aja atw krna agama maaf skali lg,dgn sgala prestasi p anies saat jd gubernur apakh kluarga kakak nggk mngapresaisix hngga lbh mbdukung silver fox atw maaf just my opinion mngkn nggk suka aja atw krna agama maaf skali lg,dgn sgala prestasi p anies saat jadi gubernur apakh kluarga kakak nggk mngapresaisix hngga lbh mbdukung silver fox atw maaf just my opinion mngkn nggk suka aja atw krna agama maaf skali lg,"['dgn', 'sgala', 'prestasi', 'p', 'anies', 'saat', 'jadi', 'gubernur', 'apakh', 'kluarga', 'kakak', 'nggk', 'mngapresaisix', 'hngga', 'lbh', 'mbdukung', 'silver', 'fox', 'atw', 'maaf', 'just', 'my', 'opinion', 'mngkn', 'nggk', 'suka', 'aja', 'atw', 'krna', 'agama', 'maaf', 'skali', 'lg']","['dgn', 'sgala', 'prestasi', 'p', 'anies', 'gubernur', 'apakh', 'kluarga', 'kakak', 'nggk', 'mngapresaisix', 'hngga', 'lbh', 'mbdukung', 'silver', 'fox', 'atw', 'maaf', 'just', 'my', 'opinion', 'mngkn', 'nggk', 'suka', 'aja', 'atw', 'krna', 'agama', 'maaf', 'skali', 'lg']",Positif
@SumitroYoel Koh aku smpek bgibarin bendera putih. Bener benerrrr fitnahan ke pak anies luar biasaaaaaaa . Gk tau lagii musti gmna ,Koh aku smpek bgibarin bendera putih Bener benerrrr fitnahan ke pak anies luar biasaaaaaaa Gk tau lagii musti gmna,koh aku smpek bgibarin bendera putih bener benerrrr fitnahan ke pak anies luar biasaaaaaaa gk tau lagii musti gmna,koh aku smpek bgibarin bendera putih bener benerrrr fitnahan ke pak anies luar biasaaaaaaa gk tau lagii musti gmna,"['koh', 'aku', 'smpek', 'bgibarin', 'bendera', 'putih', 'bener', 'benerrrr', 'fitnahan', 'ke', 'pak', 'anies', 'luar', 'biasaaaaaaa', 'gk', 'tau', 'lagii', 'musti', 'gmna']","['koh', 'smpek', 'bgibarin', 'bendera', 'putih', 'bener', 'benerrrr', 'fitnahan', 'anies', 'biasaaaaaaa', 'gk', 'tau', 'lagii', 'musti', 'gmna']",Negatif
@yshmne___ Jangan sampe kita cuma dapet hikmah dari percintaan pak Anies &amp; bu Ferry seperti kita cuma dapet hikmah dari percintaan pak Habibie &amp; bu Ainun,Jangan sampe kita cuma dapet hikmah dari percintaan pak Anies amp bu Ferry seperti kita cuma dapet hikmah dari percintaan pak Habibie amp bu Ainun,jangan sampe kita cuma dapet hikmah dari percintaan pak anies amp bu ferry seperti kita cuma dapet hikmah dari percintaan pak habibie amp bu ainun,jangan sampe kita cuma dapet hikmah dari percintaan pak anies amp bu ferry seperti kita cuma dapet hikmah dari percintaan pak habibie amp bu ainun,"['jangan', 'sampe', 'kita', 'cuma', 'dapet', 'hikmah', 'dari', 'percintaan', 'pak', 'anies', 'amp', 'bu', 'ferry', 'seperti', 'kita', 'cuma', 'dapet', 'hikmah', 'dari', 'percintaan', 'pak', 'habibie', 'amp', 'bu', 'ainun']","['sampe', 'dapet', 'hikmah', 'percintaan', 'anies', 'amp', 'bu', 'ferry', 'dapet', 'hikmah', 'percintaan', 'habibie', 'amp', 'bu', 'ainun']",Netral
@tempodotco Hindari perdebatan tentang PraGib lebih baik persiapkan dukungan untuk GanjarMahfud jika Anies-Muhaimin tidak lolos. https://t.co/hIhuBZ2SMs,Hindari perdebatan tentang PraGib lebih baik persiapkan dukungan untuk GanjarMahfud jika AniesMuhaimin tidak lolos,hindari perdebatan tentang pragib lebih baik persiapkan dukungan untuk ganjarmahfud jika aniesmuhaimin tidak lolos,hindari perdebatan tentang pragib lebih baik persiapkan dukungan untuk ganjarmahfud jika aniesmuhaimin tidak lolos,"['hindari', 'perdebatan', 'tentang', 'pragib', 'lebih', 'baik', 'persiapkan', 'dukungan', 'untuk', 'ganjarmahfud', 'jika', 'aniesmuhaimin', 'tidak', 'lolos']","['hindari', 'perdebatan', 'pragib', 'persiapkan', 'dukungan', 'ganjarmahfud', 'aniesmuhaimin', 'lolos']",Netral
@stacitarpeta18 @aniesbaswedan @Lanoko_ Betul sekali! Setelah era sebelumnya PBB malah naik 100%! Terimakasih Pak Anies yang sangat memahami dan menghargai jasa para Pahlawan Bangsa!,Betul sekali Setelah era sebelumnya PBB malah naik 100 Terimakasih Pak Anies yang sangat memahami dan menghargai jasa para Pahlawan Bangsa,betul sekali setelah era sebelumnya pbb malah naik 100 terimakasih pak anies yang sangat memahami dan menghargai jasa para pahlawan bangsa,betul sekali setelah era sebelumnya pbb malah naik 100 terimakasih pak anies yang sangat memahami dan menghargai jasa para pahlawan bangsa,"['betul', 'sekali', 'setelah', 'era', 'sebelumnya', 'pbb', 'malah', 'naik', '100', 'terimakasih', 'pak', 'anies', 'yang', 'sangat', 'memahami', 'dan', 'menghargai', 'jasa', 'para', 'pahlawan', 'bangsa']","['era', 'pbb', '100', 'terimakasih', 'anies', 'memahami', 'menghargai', 'jasa', 'pahlawan', 'bangsa']",Positif
@kucingngolet Ya di 01. Makane nonton vidio desak anies,Ya di 01 Makane nonton vidio desak anies,ya di 01 makane nonton vidio desak anies,ya di 01 makane nonton vidio desak anies,"['ya', 'di', '01', 'makane', 'nonton', 'vidio', 'desak', 'anies']","['ya', '01', 'makane', 'nonton', 'vidio', 'desak', 'anies']",Netral
@OposisiCerdas Dalam dunia yang gelap Pak Anies adalah sinar terang yang memandu kita! https://t.co/BX04KMTPBa,Dalam dunia yang gelap Pak Anies adalah sinar terang yang memandu kita,dalam dunia yang gelap pak anies adalah sinar terang yang memandu kita,dalam dunia yang gelap pak anies adalah sinar terang yang memandu kita,"['dalam', 'dunia', 'yang', 'gelap', 'pak', 'anies', 'adalah', 'sinar', 'terang', 'yang', 'memandu', 'kita']","['dunia', 'gelap', 'anies', 'sinar', 'terang', 'memandu']",Positif
Lu semua pasti kek gini udah nemu jawaban dan pilihan paling potensial cuma ya balik lagi elu cuma benci anies atau fanatik ke paslon lain yg jelas jelek,Lu semua pasti kek gini udah nemu jawaban dan pilihan paling potensial cuma ya balik lagi elu cuma benci anies atau fanatik ke paslon lain yg jelas jelek,lu semua pasti kek gini udah nemu jawaban dan pilihan paling potensial cuma ya balik lagi elu cuma benci anies atau fanatik ke paslon lain yg jelas jelek,lu semua pasti kek gini udah nemu jawaban dan pilihan paling potensial cuma ya balik lagi elu cuma benci anies atau fanatik ke paslon lain yang jelas jelek,"['lu', 'semua', 'pasti', 'kek', 'gini', 'udah', 'nemu', 'jawaban', 'dan', 'pilihan', 'paling', 'potensial', 'cuma', 'ya', 'balik', 'lagi', 'elu', 'cuma', 'benci', 'anies', 'atau', 'fanatik', 'ke', 'paslon', 'lain', 'yang', 'jelas', 'jelek']","['lu', 'kek', 'gini', 'udah', 'nemu', 'pilihan', 'potensial', 'ya', 'elu', 'benci', 'anies', 'fanatik', 'paslon', 'jelek']",Negatif
@_soebak Pak anies nafas aja dah salah kata w mah,Pak anies nafas aja dah salah kata w mah,pak anies nafas aja dah salah kata w mah,pak anies nafas aja dah salah kata w mah,"['pak', 'anies', 'nafas', 'aja', 'dah', 'salah', 'kata', 'w', 'mah']","['anies', 'nafas', 'aja', 'dah', 'salah', 'w', 'mah']",Negatif
@its7ofmaygurl ga apple to apple sbenernya soalnya anies bukan kader partai,ga apple to apple sbenernya soalnya anies bukan kader partai,ga apple to apple sbenernya soalnya anies bukan kader partai,ga apple to apple sbenernya soalnya anies bukan kader partai,"['ga', 'apple', 'to', 'apple', 'sbenernya', 'soalnya', 'anies', 'bukan', 'kader', 'partai']","['ga', 'apple', 'to', 'apple', 'sbenernya', 'anies', 'kader', 'partai']",Netral
@OposisiCerdas Pak Anies adalah jembatan emas menghubungkan kita dengan masa depan yang gemilang! https://t.co/UPtnPJ0iA8,Pak Anies adalah jembatan emas menghubungkan kita dengan masa depan yang gemilang,pak anies adalah jembatan emas menghubungkan kita dengan masa depan yang gemilang,pak anies adalah jembatan emas menghubungkan kita dengan masa depan yang gemilang,"['pak', 'anies', 'adalah', 'jembatan', 'emas', 'menghubungkan', 'kita', 'dengan', 'masa', 'depan', 'yang', 'gemilang']","['anies', 'jembatan', 'emas', 'menghubungkan', 'gemilang']",Positif
@Yupheak @3dyw_official @ElizarIrnold @ZulfiSeptiyan @jokowi @prabowo @gibran_tweet Sejauh ini fakta yg ada emang seperti itu. Yg gue liat ini bermula dari pilgub dulu Ahok melakukan kesalahan dan memicu amarah banyak muslim kebetulan saat itu lawannya Anies jadilah Anies seolah-olah menjadi idola bagi mereka.,Sejauh ini fakta yg ada emang seperti itu Yg gue liat ini bermula dari pilgub dulu Ahok melakukan kesalahan dan memicu amarah banyak muslim kebetulan saat itu lawannya Anies jadilah Anies seolaholah menjadi idola bagi mereka,sejauh ini fakta yg ada emang seperti itu yg gue liat ini bermula dari pilgub dulu ahok melakukan kesalahan dan memicu amarah banyak muslim kebetulan saat itu lawannya anies jadilah anies seolaholah menjadi idola bagi mereka,sejauh ini fakta yang ada emang seperti itu yang gue liat ini bermula dari pilgub dulu ahok melakukan kesalahan dan memicu amarah banyak muslim kebetulan saat itu lawannya anies jadilah anies seolaholah menjadi idola bagi mereka,"['sejauh', 'ini', 'fakta', 'yang', 'ada', 'emang', 'seperti', 'itu', 'yang', 'gue', 'liat', 'ini', 'bermula', 'dari', 'pilgub', 'dulu', 'ahok', 'melakukan', 'kesalahan', 'dan', 'memicu', 'amarah', 'banyak', 'muslim', 'kebetulan', 'saat', 'itu', 'lawannya', 'anies', 'jadilah', 'anies', 'seolaholah', 'menjadi', 'idola', 'bagi', 'mereka']","['fakta', 'emang', 'gue', 'liat', 'pilgub', 'ahok', 'kesalahan', 'memicu', 'amarah', 'muslim', 'lawannya', 'anies', 'anies', 'seolaholah', 'idola']",Netral
@lilaccountz Kami bikin yaseen 41 di kampung berdoa banget supaya pak anies bisa menang. Karna satu satunya cara bikin pak anies menang cuman kuasa Allah. Melihat kecurangan sudah terang2an dilakukan .,Kami bikin yaseen 41 di kampung berdoa banget supaya pak anies bisa menang Karna satu satunya cara bikin pak anies menang cuman kuasa Allah Melihat kecurangan sudah terang2an dilakukan,kami bikin yaseen 41 di kampung berdoa banget supaya pak anies bisa menang karna satu satunya cara bikin pak anies menang cuman kuasa allah melihat kecurangan sudah terang2an dilakukan,kami bikin yaseen 41 di kampung berdoa banget supaya pak anies bisa menang karna satu satunya cara bikin pak anies menang cuman kuasa allah melihat kecurangan sudah terang2an dilakukan,"['kami', 'bikin', 'yaseen', '41', 'di', 'kampung', 'berdoa', 'banget', 'supaya', 'pak', 'anies', 'bisa', 'menang', 'karna', 'satu', 'satunya', 'cara', 'bikin', 'pak', 'anies', 'menang', 'cuman', 'kuasa', 'allah', 'melihat', 'kecurangan', 'sudah', 'terang2an', 'dilakukan']","['bikin', 'yaseen', '41', 'kampung', 'berdoa', 'banget', 'anies', 'menang', 'karna', 'satunya', 'bikin', 'anies', 'menang', 'cuman', 'kuasa', 'allah', 'kecurangan', 'terang2an']",Positif
terutama trrkait politik identitas barulah gw merasa bersalah pernah benci sm pak anies... https://t.co/qhxWlROrDi,terutama trrkait politik identitas barulah gw merasa bersalah pernah benci sm pak anies,terutama trrkait politik identitas barulah gw merasa bersalah pernah benci sm pak anies,terutama trrkait politik identitas barulah gw merasa bersalah pernah benci sm pak anies,"['terutama', 'trrkait', 'politik', 'identitas', 'barulah', 'gw', 'merasa', 'bersalah', 'pernah', 'benci', 'sm', 'pak', 'anies']","['trrkait', 'politik', 'identitas', 'barulah', 'gw', 'bersalah', 'benci', 'sm', 'anies']",Positif
@OposisiCerdas Mari kita bersama-sama memeluk harapan menyapa pagi yang cerah bersama Pak Anies! https://t.co/k5rfIT1R7c,Mari kita bersamasama memeluk harapan menyapa pagi yang cerah bersama Pak Anies,mari kita bersamasama memeluk harapan menyapa pagi yang cerah bersama pak anies,mari kita bersamasama memeluk harapan menyapa pagi yang cerah bersama pak anies,"['mari', 'kita', 'bersamasama', 'memeluk', 'harapan', 'menyapa', 'pagi', 'yang', 'cerah', 'bersama', 'pak', 'anies']","['mari', 'bersamasama', 'memeluk', 'harapan', 'menyapa', 'pagi', 'cerah', 'anies']",Positif
@areuokayhun @natasashim @apocallepse @Tokunatsuo @meeels____ @Icanisa31 @Bull_winner Lah waktu kampanye Malaikat Jibril ada anies di samping cuma cengengesan aja. Terus si IMIN bilang kalau gak coblos 01 harus di pertanyaan ke NU an nya adzan 4 arah kampanye di masjid. Apa itu bukan politik identitas?,Lah waktu kampanye Malaikat Jibril ada anies di samping cuma cengengesan aja Terus si IMIN bilang kalau gak coblos 01 harus di pertanyaan ke NU an nya adzan 4 arah kampanye di masjid Apa itu bukan politik identitas,lah waktu kampanye malaikat jibril ada anies di samping cuma cengengesan aja terus si imin bilang kalau gak coblos 01 harus di pertanyaan ke nu an nya adzan 4 arah kampanye di masjid apa itu bukan politik identitas,lah waktu kampanye malaikat jibril ada anies di samping cuma cengengesan aja terus si imin bilang kalau gak coblos 01 harus di pertanyaan ke nu an nya adzan 4 arah kampanye di masjid apa itu bukan politik identitas,"['lah', 'waktu', 'kampanye', 'malaikat', 'jibril', 'ada', 'anies', 'di', 'samping', 'cuma', 'cengengesan', 'aja', 'terus', 'si', 'imin', 'bilang', 'kalau', 'gak', 'coblos', '01', 'harus', 'di', 'pertanyaan', 'ke', 'nu', 'an', 'nya', 'adzan', '4', 'arah', 'kampanye', 'di', 'masjid', 'apa', 'itu', 'bukan', 'politik', 'identitas']","['kampanye', 'malaikat', 'jibril', 'anies', 'samping', 'cengengesan', 'aja', 'si', 'imin', 'bilang', 'gak', 'coblos', '01', 'nu', 'an', 'nya', 'adzan', '4', 'arah', 'kampanye', 'masjid', 'politik', 'identitas']",Negatif
@Rawing1274 @praburevolusi Anies cuma jago berkata kata jago narasi jago gagasan tp nol kerja malah angin gak ada KTP nya air di suruh parkir ..,Anies cuma jago berkata kata jago narasi jago gagasan tp nol kerja malah angin gak ada KTP nya air di suruh parkir,anies cuma jago berkata kata jago narasi jago gagasan tp nol kerja malah angin gak ada ktp nya air di suruh parkir,anies cuma jago berkata kata jago narasi jago gagasan tp nol kerja malah angin gak ada ktp nya air di suruh parkir,"['anies', 'cuma', 'jago', 'berkata', 'kata', 'jago', 'narasi', 'jago', 'gagasan', 'tp', 'nol', 'kerja', 'malah', 'angin', 'gak', 'ada', 'ktp', 'nya', 'air', 'di', 'suruh', 'parkir']","['anies', 'jago', 'jago', 'narasi', 'jago', 'gagasan', 'tp', 'nol', 'kerja', 'angin', 'gak', 'ktp', 'nya', 'air', 'suruh', 'parkir']",Negatif
politik identitas disematkan ke pak anies sampe segininya ya. pembunuhan karakternya dapet banget. dan kl ngeliat orang kebanyakan di luar twitter masih percaya,politik identitas disematkan ke pak anies sampe segininya ya pembunuhan karakternya dapet banget dan kl ngeliat orang kebanyakan di luar twitter masih percaya,politik identitas disematkan ke pak anies sampe segininya ya pembunuhan karakternya dapet banget dan kl ngeliat orang kebanyakan di luar twitter masih percaya,politik identitas disematkan ke pak anies sampe segininya ya pembunuhan karakternya dapet banget dan kl ngeliat orang kebanyakan di luar twitter masih percaya,"['politik', 'identitas', 'disematkan', 'ke', 'pak', 'anies', 'sampe', 'segininya', 'ya', 'pembunuhan', 'karakternya', 'dapet', 'banget', 'dan', 'kl', 'ngeliat', 'orang', 'kebanyakan', 'di', 'luar', 'twitter', 'masih', 'percaya']","['politik', 'identitas', 'disematkan', 'anies', 'sampe', 'segininya', 'ya', 'pembunuhan', 'karakternya', 'dapet', 'banget', 'kl', 'ngeliat', 'orang', 'kebanyakan', 'twitter', 'percaya']",Negatif
Para pejuang perubahan di sisa waktu yg ada 1 hari menjelang pencoblosan mari semakin dekatkan diri kpd Allah SWT dan berdoa agar pasangan capres cawapres Anies Baswedan &amp; Gus Muhaimin Iskandar terpilih sbg Presiden &amp; Wakil Presiden RI 2024 - 2029,Para pejuang perubahan di sisa waktu yg ada 1 hari menjelang pencoblosan mari semakin dekatkan diri kpd Allah SWT dan berdoa agar pasangan capres cawapres Anies Baswedan amp Gus Muhaimin Iskandar terpilih sbg Presiden amp Wakil Presiden RI 2024 2029,para pejuang perubahan di sisa waktu yg ada 1 hari menjelang pencoblosan mari semakin dekatkan diri kpd allah swt dan berdoa agar pasangan capres cawapres anies baswedan amp gus muhaimin iskandar terpilih sbg presiden amp wakil presiden ri 2024 2029,para pejuang perubahan di sisa waktu yang ada 1 hari menjelang pencoblosan mari semakin dekatkan diri kpd allah swt dan berdoa agar pasangan capres cawapres anies baswedan amp gus muhaimin iskandar terpilih sbg presiden amp wakil presiden ri 2024 2029,"['para', 'pejuang', 'perubahan', 'di', 'sisa', 'waktu', 'yang', 'ada', '1', 'hari', 'menjelang', 'pencoblosan', 'mari', 'semakin', 'dekatkan', 'diri', 'kpd', 'allah', 'swt', 'dan', 'berdoa', 'agar', 'pasangan', 'capres', 'cawapres', 'anies', 'baswedan', 'amp', 'gus', 'muhaimin', 'iskandar', 'terpilih', 'sbg', 'presiden', 'amp', 'wakil', 'presiden', 'ri', '2024', '2029']","['pejuang', 'perubahan', 'sisa', '1', 'menjelang', 'pencoblosan', 'mari', 'dekatkan', 'kpd', 'allah', 'swt', 'berdoa', 'pasangan', 'capres', 'cawapres', 'anies', 'baswedan', 'amp', 'gus', 'muhaimin', 'iskandar', 'terpilih', 'sbg', 'presiden', 'amp', 'wakil', 'presiden', 'ri', '2024', '2029']",Positif
@rizkidwika Memilih pak Anies krna gak mau jd bagian dari orang yg merusak demokrasi. 1998 saat menumbangkan orba aku gak ikut krna masih bayi. Tp 2024 aku gak mau jadi bagian yg MENGHIDUPKAN orba 2.0,Memilih pak Anies krna gak mau jd bagian dari orang yg merusak demokrasi 1998 saat menumbangkan orba aku gak ikut krna masih bayi Tp 2024 aku gak mau jadi bagian yg MENGHIDUPKAN orba 20,memilih pak anies krna gak mau jd bagian dari orang yg merusak demokrasi 1998 saat menumbangkan orba aku gak ikut krna masih bayi tp 2024 aku gak mau jadi bagian yg menghidupkan orba 20,memilih pak anies krna gak mau jadi bagian dari orang yang merusak demokrasi 1998 saat menumbangkan orba aku gak ikut krna masih bayi tp 2024 aku gak mau jadi bagian yang menghidupkan orba 20,"['memilih', 'pak', 'anies', 'krna', 'gak', 'mau', 'jadi', 'bagian', 'dari', 'orang', 'yang', 'merusak', 'demokrasi', '1998', 'saat', 'menumbangkan', 'orba', 'aku', 'gak', 'ikut', 'krna', 'masih', 'bayi', 'tp', '2024', 'aku', 'gak', 'mau', 'jadi', 'bagian', 'yang', 'menghidupkan', 'orba', '20']","['memilih', 'anies', 'krna', 'gak', 'orang', 'merusak', 'demokrasi', '1998', 'menumbangkan', 'orba', 'gak', 'krna', 'bayi', 'tp', '2024', 'gak', 'menghidupkan', 'orba', '20']",Positif
@tempodotco Tolak aja PraGib dan siapkan diri untuk menyambut pilihan GanjarMahfud jika Anies-Muhaimin tidak memenangkan pemilihan https://t.co/L3G6VjamNO,Tolak aja PraGib dan siapkan diri untuk menyambut pilihan GanjarMahfud jika AniesMuhaimin tidak memenangkan pemilihan,tolak aja pragib dan siapkan diri untuk menyambut pilihan ganjarmahfud jika aniesmuhaimin tidak memenangkan pemilihan,tolak aja pragib dan siapkan diri untuk menyambut pilihan ganjarmahfud jika aniesmuhaimin tidak memenangkan pemilihan,"['tolak', 'aja', 'pragib', 'dan', 'siapkan', 'diri', 'untuk', 'menyambut', 'pilihan', 'ganjarmahfud', 'jika', 'aniesmuhaimin', 'tidak', 'memenangkan', 'pemilihan']","['tolak', 'aja', 'pragib', 'siapkan', 'menyambut', 'pilihan', 'ganjarmahfud', 'aniesmuhaimin', 'memenangkan', 'pemilihan']",Netral
@itsurboihyl malah non-supporter anies yg lbh sewot soal sentimen agama di anies. kita mah pendukung &amp; yg masuk jd pendukung santai2 bae,malah nonsupporter anies yg lbh sewot soal sentimen agama di anies kita mah pendukung amp yg masuk jd pendukung santai2 bae,malah nonsupporter anies yg lbh sewot soal sentimen agama di anies kita mah pendukung amp yg masuk jd pendukung santai2 bae,malah nonsupporter anies yang lbh sewot soal sentimen agama di anies kita mah pendukung amp yang masuk jadi pendukung santai2 bae,"['malah', 'nonsupporter', 'anies', 'yang', 'lbh', 'sewot', 'soal', 'sentimen', 'agama', 'di', 'anies', 'kita', 'mah', 'pendukung', 'amp', 'yang', 'masuk', 'jadi', 'pendukung', 'santai2', 'bae']","['nonsupporter', 'anies', 'lbh', 'sewot', 'sentimen', 'agama', 'anies', 'mah', 'pendukung', 'amp', 'masuk', 'pendukung', 'santai2', 'bae']",Netral
