full_text,label,analisis,alasan kuat,
yg nyalon jadi presiden pak anies tapi gw yg nyoblos yg degdegan,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan perasaan deg-degan saat memilih.,Frasa “gw yg nyoblos yg degdegan” menunjukkan dukungan dan apresiasi terhadap Anies.,
ya Allah semoga pak anies menang ..,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “ya Allah semoga pak anies menang” menunjukkan dukungan dan apresiasi terhadap Anies.,
@Legislator75 @alisyarief Bocil tulul main tiktok aja lu. Orang kayak lu jadi pendukung Anies cuma bikin malu aja.,Negatif,Tweet ini menunjukkan kritik terhadap pendukung Anies dengan nada kasar.,Frasa “Orang kayak lu jadi pendukung Anies cuma bikin malu aja” menunjukkan sentimen negatif terhadap pendukung Anies.,
@Bisniscom Untuk programnya saya kurang yakin kayaknya lebih baik anies dari pada 02 https://t.co/XbtDway0vp,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keyakinan terhadap programnya.,Frasa “lebih baik anies dari pada 02” menunjukkan dukungan dan apresiasi terhadap Anies.,
Ini masalah gw pas Anies menang jd Gubernur Jkt. Emang gw nyalahin yg milih? Kagak! Protes soal kebijakan aja enggak walau kzl sm hasil kerjanya. Life goes on kid! Take it or leave it. Ga suka pindah negara aja!,Netral,Tweet ini menunjukkan ketidakpuasan terhadap hasil kerja Anies tanpa memberikan opini yang kuat.,"Tidak ada sentimen yang jelas, hanya ketidakpuasan terhadap hasil kerja.",
@anangelperson @idextratime @IraqFootballPod Sudah waktunya move on dari pak Anies dan kembali ngikutin boxing Faisal Tirta vs Faisal Iraq,Netral,Tweet ini menunjukkan ajakan untuk move on dari Anies tanpa memberikan opini yang kuat.,"Tidak ada sentimen yang jelas, hanya ajakan untuk move on.",
@hiken550 @Kevin_vin100 @MulkyIcal @idextratime Lahh emang Pak Anies nya nganggep dirinya Al Mahdi?,Netral,Tweet ini menunjukkan pertanyaan retoris tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pertanyaan retoris.",
@neohistoria_id min pendukung bego gini emng ada lo ga perlu buzzer. soalnya org sekarang otaknya dipengaruhi fyp tiktok jd bebal. itu teman kantor gue milih sitengah karna katanya senyum pak anies mencurigakan yg satu lgi nyebarin isu hoax dri potongan tiktok gue counter lah msih bebal aja,Negatif,Tweet ini menunjukkan kritik terhadap pendukung Anies dengan nada kasar.,Frasa “pendukung bego gini” menunjukkan sentimen negatif terhadap pendukung Anies.,
@tvOneNews Hadehh udh paling terbaik mahh paslon AMIN saja krn memilih yang tidak terlalu buruk di banding yang lain lalu Ganjar sasaran utama ketika anies gagal https://t.co/hm9yV3fBL9,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
Ya Allah dibangunin sm ibuk katanya ayo ini yang ditunggu tunggu..kok kamu ga semangat. Katanya mau coblos pak Anies masalahnya w kemarin tidur jm 1 abis nugasssss,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan semangat untuk mencoblosnya.,Frasa “Katanya mau coblos pak Anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
pagi2 udh ovt pak anies menang ngga ya,Netral,Tweet ini menunjukkan kebimbangan tentang kemenangan Anies tanpa memberikan opini yang kuat.,"Tidak ada sentimen yang jelas, hanya kebimbangan tentang kemenangan.",
@anies_ahok @loveabledemons @notdindoz ya gak sampe satu layar gede juga sih blok,Netral,Tweet ini hanya berkomentar tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar.",
@fulto27 Bismillaah In Shaa Allaah ANIES RASYID BASWEDAN - ABDUL MUHAIMIN ISKANDAR menjadi Pasangan Presiden dan Wakil Presiden RI Ke 8 Periode 2024-2029 Aamiin,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Bismillaah In Shaa Allaah” menunjukkan dukungan dan apresiasi terhadap Anies.,
@CNNIndonesia Kita maksimakan suara kita untuk pak anies yah. kalau ternyata belum cukup kita berjuang ke pak ganjar yah. Asalkan bukan PS aja. https://t.co/T2iQdy93WW,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
Baru tau anies nonton aot,Netral,Tweet ini hanya berkomentar tentang fakta tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang fakta.",
@ayamnuklir_ anies dipecat dari mendikbud 30k orang yg likes gatau fakta ini?,Netral,Tweet ini hanya berkomentar tentang fakta tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang fakta.",
@talifia_ Pilih Anies Dukung Ganjar Coblos Prabowo,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
Ini Lokasi TPS Tempat Anies Prabowo dan Ganjar Nyoblos https://t.co/1D7oPNOsMQ,Netral,Tweet ini hanya memberikan informasi tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya informasi tentang lokasi TPS.",
@hiken550 @MulkyIcal @idextratime Prabowo ngangkat Anies?? Kocak lu 2 jam sebelum pendaftaran ke KPU aja prabowo masih belun setuju kalo Anies yang jadi Cagub. Dia maunya Sandi yang Cagub. Anies juga direkomendasiin sama Sandi bukan prabowo Wkakakaka,Netral,Tweet ini hanya berkomentar tentang fakta tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang fakta.",
@AndreasSolusi Anies sengkuni penerus amin rais,Negatif,Tweet ini menunjukkan kritik terhadap Anies dengan menyebutnya sebagai penerus Amin Rais.,Frasa “Anies sengkuni penerus amin rais” menunjukkan sentimen negatif terhadap Anies.,
@tundakiamat Beliau akademisi. Jd pejabat krn dipinang partai. Lagian kenapa kalo pak anies politisi?,Netral,Tweet ini hanya berkomentar tentang status Anies tanpa memberikan opini yang kuat.,"Tidak ada sentimen yang jelas, hanya komentar tentang status.",
@ichsan01_ @mohmahfudmd makanya rajin ibadah tong,Netral,Tweet ini hanya berkomentar tentang ibadah tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang ibadah.",
tambah pak anies jadi komplit geng serba salah padahal gak ngapa-ngapain,Negatif,Tweet ini menunjukkan kritik terhadap Anies dengan nada sarkastik.,Frasa “geng serba salah padahal gak ngapa-ngapain” menunjukkan sentimen negatif terhadap Anies.,
@DokterTifa Bersama sama fokus untuk menjamin pak anies menang namun kalo sampe kalah sih saya mendukung pak Ganjar aja https://t.co/SxsvOJN5Mg,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
Mudah2an rencana Anies buka kampung haji terlaksana #AMINmenang #AMINmenang https://t.co/qiqNGiIdGQ,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan harapan untuk rencananya.,Frasa “Mudah2an rencana Anies buka kampung haji terlaksana” menunjukkan dukungan dan apresiasi terhadap Anies.,
@Bisniscom Yang paling mumpuni udah pasti pak anies.. Jika di putaran pertama sampe pak anies kalah nanti mendingan saya bralig ke pak Ganjar https://t.co/EjuFmNZADm,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keyakinan terhadap kemampuannya.,Frasa “Yang paling mumpuni udah pasti pak anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
DEMI ALLAH PENGEN BANGET NGERASAIN DIPIMPIN PAK ANIES,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan keinginan untuk dipimpin olehnya.,Frasa “PENGEN BANGET NGERASAIN DIPIMPIN PAK ANIES” menunjukkan dukungan dan apresiasi terhadap Anies.,
Kalo Anies menang gw janji bakal lanjutin exercise ielts gw yang terbengkalai sejak tahun lalu itu kumohon beri hamba semangat hidup Tuhan ,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan janji untuk melanjutkan kegiatan jika Anies menang.,Frasa “Kalo Anies menang gw janji bakal lanjutin exercise ielts gw” menunjukkan dukungan dan apresiasi terhadap Anies.,
 jadi total suara yg harus diinput xxx suara pak kalo suara anies digandain boleh ga? yg bener ajee UNTUNG dong https://t.co/hNaGZeCa86,Negatif,Tweet ini menunjukkan kritik terhadap proses pemilihan dengan nada sarkastik.,Frasa “kalo suara anies digandain boleh ga?” menunjukkan sentimen negatif terhadap proses pemilihan.,
@AndreasSolusi Jika pak Prabowo menang sy yakin pak Anies akan ttp menjadi orang baik yg akan selalu mengingatkan kebaikan,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keyakinan terhadap kebaikannya.,Frasa “pak Anies akan ttp menjadi orang baik” menunjukkan dukungan dan apresiasi terhadap Anies.,
@UGM_FESS Lucuukkkk sekali Anda..lihat noh Jakarta pas dipimpin Anies..apa terjadi seperti yang kau sangkakan?,Netral,Tweet ini hanya berkomentar tentang kepemimpinan Anies tanpa memberikan opini yang kuat.,"Tidak ada sentimen yang jelas, hanya komentar tentang kepemimpinan.",
@AndreasSolusi Merrka masuk tp spt nya anies menolak masuk,Netral,Tweet ini hanya berkomentar tentang situasi tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang situasi.",
Sejauh ini baru 2 org di sini yang pake merah putih aka GANJAR PRANOWO sisanya blm keliatan. Jangan harap Anies menang kalo di sini. Tapi gpp asal bukan si orba yg menang.,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
@14ggwp1980 @dyotalaks @ARSIPAJA Anies Baswedan sebodoh itukah di matamu??,Negatif,Tweet ini menunjukkan kritik terhadap pandangan negatif orang lain tentang Anies.,Frasa “Anies Baswedan sebodoh itukah di matamu?” menunjukkan sentimen negatif terhadap pandangan tersebut.,
@liputan6dotcom Eh pacarku kalo Anies nggak menang di putaran pertama lebih bijak tuh pindah dukung Ganjar daripada ngeyel terus dengan 02 yang gak bisa dipercaya https://t.co/azbLcBNE3C,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
@strike_bravo_b Lucu banget anjir naruh label politisasi agama sama zionis buat Anies dalam satu paragraf yang sama wkwkwk,Negatif,Tweet ini menunjukkan kritik terhadap penggunaan label politisasi agama dan zionis untuk Anies dengan nada sarkastik.,Frasa “naruh label politisasi agama sama zionis buat Anies” menunjukkan sentimen negatif terhadap penggunaan label tersebut.,
PRABOWO sudah BERBAKTI n BERJUANG buat BANGSA n NEGARA pada zamannya ANIES n GANJAR sudah JADI/BISA apa?O baru bisa MERAMBAT n MERANGKAK ya?.......sedangkan ANIES sama GANJAR paling baru jadi EMBRIO ya kan?! https://t.co/lzsubSdfeI,Negatif,Tweet ini menunjukkan kritik terhadap Anies dan Ganjar dengan nada merendahkan.,Frasa “ANIES sama GANJAR paling baru jadi EMBRIO ya kan?!” menunjukkan sentimen negatif terhadap Anies dan Ganjar.,
@SumitroYoel Anies mau diajak ngobrol. Mau mendengarkan keluhan.,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan sikapnya yang mau mendengarkan keluhan.,Frasa “Anies mau diajak ngobrol” menunjukkan dukungan dan apresiasi terhadap Anies.,
@TeddGus @ganjarpranowo Kami selalu yakin pada pak Ganjar akan jadi yang ternaik kedepannya lebih pilih Ganjar sebagai pilihan kedua setelah Anies Baswedan https://t.co/6BzHbOykxd,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
@liputan6dotcom Nih bro kalau Anies kandas di putaran pertama mungkin solusinya ya mencari pendamping yang lebih oke misalnya mendukung Ganjar https://t.co/aDSdCGw4Wv,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
@SOBAT_ANIES ï¸ğŸ‡®ğŸ‡© #01AMINwinElection Magelang Siap Amin Menang,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan kesiapan untuk kemenangannya.,Frasa “Magelang Siap Amin Menang” menunjukkan dukungan dan apresiasi terhadap Anies.,
@AndreasSolusi Sudah pasti menang nih Pede amat... Lagian kalaupun menang mana ada orang pintar seperti pak Anies mau gabung dengan golongan kau... Dasar bodoh,Negatif,Tweet ini menunjukkan kritik terhadap orang yang meragukan kemenangan Anies dengan nada kasar.,Frasa “Dasar bodoh” menunjukkan sentimen negatif terhadap orang tersebut.,
@Anjanifaa @Berkah_Mulia99 Malam nanti dua orang ini udah resmi jadi Presiden-wapres Lu jangan kejang2 ya https://t.co/DWsbms063K,Netral,Tweet ini hanya menyatakan keyakinan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan keyakinan.",
ibu bapak di rumah udah fix 01. bapak apalagi kalo buka youtube nontoninnya pak anies mulu. sementara adek gw umur 27 &amp; pejuang loker yg sekarang nyambi jadi kurir seneng bgt nontonin video pak prabs di tiktok pake bgm musik sedih-sedih. udah dibilangin masih ngeyel. susah.,Netral,Tweet ini hanya menyatakan kebiasaan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan kebiasaan.",
@SOBAT_ANIES Hari ini akan sy buktikan di TPS ..utk coblos no 1 AMIN... inshaaAllah menang ... Aamiin ya rabbal Aalamiin,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “inshaaAllah menang” menunjukkan dukungan dan apresiasi terhadap Anies.,
@msaid_didu Saya kebetulan bkn pendukung capres manapun tapi karena py kewajiban &amp;tanggung jawab memilih pemimpin maka sy pilih Gama . Bila saat putaran kedua siapapun yg Lolos baik Mas Ganjar /Anies itu yg nanti akan sy pilih kembali .. Asal bukan Prabocor titik.,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
@anies_ahok @asfan_warah @kemalpalevi Yaelah typo dikit aja lu permasalahin. Giliran cawapres jalur nepotisme elu malah tepok tangan dan belain mati Matian. Rada2 emang ,Negatif,Tweet ini menunjukkan kritik terhadap pendukung Anies dengan nada sarkastik.,Frasa “Giliran cawapres jalur nepotisme elu malah tepok tangan” menunjukkan sentimen negatif terhadap pendukung Anies.,
@Arma_Anyway @Scrt_zi_ Aku yg antusias 01 aja gak 100% sependapat sama yg ada di 01 tapi kalau bandingin ke3nya menurutku 01 unggul jauh. Seperti yg pernah aku bilang pak Anies itu harus sempurna bagi yg gak memilih dia. ,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keunggulannya dibanding calon lain.,Frasa “menurutku 01 unggul jauh” menunjukkan dukungan dan apresiasi terhadap Anies.,
@tvOneNews anies memang pilihan terbaik sih tapi kalau kalah ya gmn lagi... mending ganjar timbang prabowo https://t.co/QSbMsww3CJ,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
wkakakak ni gue jadi temenan sama ibu ibu pendukung anies,Netral,Tweet ini hanya menyatakan kebiasaan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan kebiasaan.",
Klo ada serangan fajar ambil duitnya karna itu duit kita jg lalu coblos pks atau partai pengusung anies yg lain,Netral,Tweet ini hanya menyatakan saran tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan saran.",
@sosmedkeras Jauh-jauh sebelum kampanye akbar dan film ini rilis ane udah mantepin hati di 01. Kepincut gara-gara 'Desak Anies'. Bismillah..,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan keyakinan terhadap pilihannya.,Frasa “ane udah mantepin hati di 01” menunjukkan dukungan dan apresiasi terhadap Anies.,
@AbdulRachimmks No.1 Anies Rasyid Baswedan &amp; A. Muhaimin Iskandar,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan pilihannya.,Frasa “No.1 Anies Rasyid Baswedan & A. Muhaimin Iskandar” menunjukkan dukungan dan apresiasi terhadap Anies.,
kanye pendukung anies,Netral,Tweet ini hanya menyatakan kebiasaan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan kebiasaan.",
@angsapvtih @fsun06___06 @Saeaelu1 @romantisasislam @wordfangs @angsapvtih udah diliat semua belum itu tiga bukti dari awal pak Anies ogah jawab sampe terang-terangan????,Netral,Tweet ini hanya berkomentar tentang sikap Anies tanpa memberikan opini yang kuat.,"Tidak ada sentimen yang jelas, hanya komentar tentang sikap.",
Testimoni seseorang yang pernah kerja bareng Abah Anies. cc @aniesbubble,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan testimoni positif.,Frasa “Testimoni seseorang yang pernah kerja bareng Abah Anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
Anies Siap-Siap Nyoblos Subuh Dulu hingga Potong Tumpeng https://t.co/Ir5VbmO37M,Netral,Tweet ini hanya memberikan informasi tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya informasi tentang kegiatan.",
demi Allah lagi mau nyoblos tbtb ibu2 samping gw cerita pagi ini jg blio ganti pilihan pres dari 01 jadi 02 grgr katanya si pak anies lagi ditahan KPK????,Negatif,Tweet ini menunjukkan kritik terhadap Anies dengan menyebutkan rumor penahanan oleh KPK.,Frasa “katanya si pak anies lagi ditahan KPK” menunjukkan sentimen negatif terhadap Anies.,
@iraisayel kan semua salah anies ,Negatif,Tweet ini menunjukkan kritik terhadap Anies dengan nada sarkastik.,Frasa “kan semua salah anies” menunjukkan sentimen negatif terhadap Anies.,
@tvOneNews ga bakal pilih yg sok gemoy sih pilihmah yg realistis kaya anies kalau kalah ya ganjar https://t.co/nsRvtVBMME,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan pilihannya.,Frasa “pilihmah yg realistis kaya anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
@Faraz_kepri @mickeystoreeid @tanyarlfes wkwk ga kebalik nih bang? lo liat deh partai pengusung anies,Netral,Tweet ini hanya berkomentar tentang partai pengusung tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang partai pengusung.",
@kumparan Bersama anies Indonesia akan maju kalo sampe kalah sih lebih baik dukung ganjar aja https://t.co/JRBdXNUFvz,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan harapan untuk kemajuan Indonesia.,Frasa “Bersama anies Indonesia akan maju” menunjukkan dukungan dan apresiasi terhadap Anies.,
@ardibhironx Baju putih kata Abah Anies sanak..,Netral,Tweet ini hanya berkomentar tentang pakaian tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang pakaian.",
@rin_yjg @mizaaaannn @rumyblue pak jokowi yg udh 10th ngasih pembangunan aja ga lo liat secuil pun malah yg masih omongan lo percaya? bekasi ga setara jkt aja lo tantrum apa jdnya kl seluruh wilayah ga semaju jkt di era anies kl kepilih? punya pilihan itu bagus tp dicerna lagi program yg makesense tuh yg mana,Netral,Tweet ini hanya berkomentar tentang pembangunan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang pembangunan.",
@afcdevan @Dongoevsky @aniesbaswedan Maaf tp Anies Baswedan mau ke surabaya dulu ya kan pak? @aniesbaswedan,Netral,Tweet ini hanya berkomentar tentang rencana perjalanan Anies tanpa memberikan opini yang kuat.,"Tidak ada sentimen yang jelas, hanya komentar tentang rencana perjalanan.",
@SOBAT_ANIES Bismillah nomor hiji. Kab bogor,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Bismillah nomor hiji” menunjukkan dukungan dan apresiasi terhadap Anies.,
#rekomendasibuku Negara Kesejahteraan Ala Anies Baswedan https://t.co/E1SHlG31qp #ShopeeID https://t.co/ow98bvj19Q,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan merekomendasikan bukunya.,Frasa “Negara Kesejahteraan Ala Anies Baswedan” menunjukkan dukungan dan apresiasi terhadap Anies.,
Jelang Pencoblosan Anies Awali Salat Subuh Berjamaah Bareng Keluarga https://t.co/IdDCZOSeq2,Netral,Tweet ini hanya memberikan informasi tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya informasi tentang kegiatan.",
@Mdy_Asmara1701 Lg gibahin kaka tom lembong.. kata pak anies jangan gitu cak gibah itu sarang dosa .. cak imin kayak biasa ngeles pak anies senyum2 aja biar cak imin seneng.,Netral,Tweet ini hanya berkomentar tentang percakapan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang percakapan.",
@tvOneNews pilih yg nyata kerja nya lah kalau gak anies ya ganjar https://t.co/eX2RwP9tx9,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan pilihannya.,Frasa “pilih yg nyata kerja nya lah kalau gak anies ya ganjar” menunjukkan dukungan dan apresiasi terhadap Anies.,
@tvOneNews Saya lebih percaya pak Anies yang akan memimpin di tahun ini 02 udh bukan era nya lagi https://t.co/volJ3arjeM,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keyakinan terhadap kepemimpinannya.,Frasa “Saya lebih percaya pak Anies yang akan memimpin di tahun ini” menunjukkan dukungan dan apresiasi terhadap Anies.,
@coromodl NO MENDING ANIES MENANG TRUS GW LEDEKIN YG FITNAH BELIAU SMBIL PAMER KEBIJAKAN BRILIANT BELIAU,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “MENDING ANIES MENANG” menunjukkan dukungan dan apresiasi terhadap Anies.,
@fadlizon @NurFachrurrahim InsyaAllah #01AMINwinElection InsyaAllah Anies Presiden. https://t.co/MrA8z9vurG,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “InsyaAllah Anies Presiden” menunjukkan dukungan dan apresiasi terhadap Anies.,
#rekomendasibuku Anies Baswedan Tentang Anak Muda Impian Dan Indonesia https://t.co/8MNMtylDoD #ShopeeID https://t.co/gW8G3g9sof,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan merekomendasikan bukunya.,Frasa “Anies Baswedan Tentang Anak Muda Impian Dan Indonesia” menunjukkan dukungan dan apresiasi terhadap Anies.,
@DokterTifa Bissmillah anies.. Kalo sampe kalah mending dukung pak Ganjar aja dari pada 02 https://t.co/mMOZZVz7UN,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan pilihannya.,Frasa “Bissmillah anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
Dear pa presiden sy khawatir ga Nemu sosok kyk bpk lg tp di akhir ini sy mantapkan hati memilih pa Anies Krn beliau paling mirip kepribadiannya sm bpk beliau dekat dgn rakyat Sy tetap Jd Projo sehat selalu bapak terimakasih my presiden #AMINmenang #PemiluDamai2024 #jokowi https://t.co/tmOGGPMiHD,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan keyakinan terhadap kepribadiannya.,Frasa “sy mantapkan hati memilih pa Anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
@tvOneNews kalaupun anies pilihanku kalah ya gas ganjar.. yakali pilih prabowo https://t.co/uuDf0tTncj,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
Gue gapeduli lu mau belain Anies segimana gedenya tapi kalau lu belain indah ya lu TOLOL,Negatif,Tweet ini menunjukkan kritik terhadap pendukung Anies dengan nada kasar.,Frasa “kalau lu belain indah ya lu TOLOL” menunjukkan sentimen negatif terhadap pendukung Anies.,
@solehsolihun @bawaslu_RI Awas aja pak anies baca tweetmu terus kepikiran buat album. Kupukul kau sol,Netral,Tweet ini hanya berkomentar tentang kemungkinan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang kemungkinan.",
@jisookimjichuu @hispuppies @thecaradumps @dirdigdeng @cakimiNOW mak lo klo dukung 02 lu bilang tolol juga ya? apa lo udh menghasut semua keluarga lo utk dukung di anies? kok gtu bgt si wkwk,Negatif,Tweet ini menunjukkan kritik terhadap pendukung Anies dengan nada kasar.,Frasa “apa lo udh menghasut semua keluarga lo utk dukung di anies?” menunjukkan sentimen negatif terhadap pendukung Anies.,
Semoga pak Anies Baswedan dan Cak Imin menjadi presiden 2024 sampai lima tahun kedepan aamiin ,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Semoga pak Anies Baswedan dan Cak Imin menjadi presiden 2024” menunjukkan dukungan dan apresiasi terhadap Anies.,
@ArkamChaniago @Kokoh_aliong Lha wong sodara saya yg ustadzah ngajar di pesantren aja getol jelek2in Anies.. padahal sudah pendekatan agama untuk kasih tau sisi Anies di agamanya tp tetep aja buta.. pun ibu2 pengajian di masjid saya ini saya blm ngomong apa2 dah buka omong duluan Anies ngomong tok cenah,Negatif,Tweet ini menunjukkan kritik terhadap orang yang memberikan sentimen negatif terhadap Anies dengan nada marah.,Frasa “getol jelek2in Anies” menunjukkan sentimen negatif terhadap orang tersebut.,
@BANGSAygSUJUD Pilihanku tetap Abah Anies Kalo kalah ganjar bsa jd option sih dr yg lain https://t.co/JtKlBvoclT,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan pilihannya.,Frasa “Pilihanku tetap Abah Anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
Hari Ini Coblosan Cucu Pendiri NU Yakin 2 Putaran dan Anies-Muhaimin Lolos! https://t.co/jmAvyNZ25T,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan keyakinan untuk kemenangannya.,Frasa “Anies-Muhaimin Lolos” menunjukkan dukungan dan apresiasi terhadap Anies.,
Simak diskusinya bersama Captain Timnas Anies-Muhaimin M. Syaugi Ketua Tim Kampanye Prabowo-Gibran Rosan Roeslani Ketua Tim Pemenangan Ganjar-Mahfud Arsjad Rasjid dan Sekjen Partai Koalisi dalam #SatuMejaTheForum Spesial Pemilu PILIHAN RAKYAT MENANG TERHORMAT Rabu 14 https://t.co/BCXLQxWxsA,Netral,Tweet ini hanya memberikan informasi tentang diskusi tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya informasi tentang diskusi.",
@DokterTifa Kasih tetap dukung dan pilih anies tetapi jika di putaran pertama sampe kalah ya lebih jelas dukung pak Ganjar dari pada yang lain https://t.co/Q6QFEdswLm,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan pilihannya.,Frasa “Kasih tetap dukung dan pilih anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
