created_at,full_text,username,label_manually,analisis
Tue Feb 13 23:55:18 +0000 2024,Ganjar-Mahfud merangkul masyarakat Solo dan Solo merangkul mereka kembali dengan cinta dan dukungan . Ganjar Pranowo hanya yang terbaik untuk rakyat @2wishkey #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/8FsvaaLqky,salsabila_90557,Netral,Tweet ini menunjukkan dukungan terhadap pasangan AMIN namun juga menyatakan bahwa Ganjar adalah pilihan utama jika Anies gagal.
Tue Feb 13 23:55:17 +0000 2024,Dari anak-anak hingga orang tua semua bersatu padu mendukung Ganjar-Mahfud sebagai pilihan yang tepat untuk memimpin negeri . Ganjar Pranowo hanya yang terbaik untuk rakyat @AbdulMamat19 #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/4KfVzXZC1W,bdafendraaa,Positif,Tweet ini menunjukkan dukungan terhadap Ganjar meskipun ada kendala dalam pencoblosan.
Tue Feb 13 23:55:02 +0000 2024,@tvOneNews Hadehh udh paling terbaik mahh paslon AMIN saja krn memilih yang tidak terlalu buruk di banding yang lain lalu Ganjar sasaran utama ketika anies gagal https://t.co/hm9yV3fBL9,RgSyifa89,Netral,Tweet ini menunjukkan dukungan terhadap Anies namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.
Tue Feb 13 23:54:48 +0000 2024,@Dennysiregar7 Pingin nyoblos Ganjar Tapi kami di proyek ga bisa nyoblos karena KTP nya bukan warga lokal. Sedih . Semoga 03 menang. @Dennysirregar,ikiiart,Negatif,Tweet ini menunjukkan kritik terhadap kemungkinan dukungan JKW terhadap Ganjar terkait praktek bansos dan PJ.
Tue Feb 13 23:54:37 +0000 2024,@CNNIndonesia Kita maksimakan suara kita untuk pak anies yah. kalau ternyata belum cukup kita berjuang ke pak ganjar yah. Asalkan bukan PS aja. https://t.co/T2iQdy93WW,primasari11__,Netral,"Tweet ini menunjukkan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies tidak cukup kuat. Tidak ada sentimen negatif atau positif yang jelas terhadap Ganjar."
Tue Feb 13 23:54:35 +0000 2024,@ibnu123123 @GL_Filosufi Andai jkw mendukung ganjar Apa praktek bansos n pj tdk terjadi? Ah rasanya g mungkin pdip g tau menahu,agbudisan,Negatif,"Tweet ini mengkritik kemungkinan adanya praktek bansos dan PJ jika Ganjar didukung oleh JKW, serta menyatakan ketidakpercayaan terhadap PDIP."
Tue Feb 13 23:54:23 +0000 2024,Inisiatif Ms Ganjar untuk menyediakan obat esensial di setiap Pusk3smas memastikan masyarakat memiliki akses terhadap pengobatan yang dibutuhkan @_wahyudl23 #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/ZKBPXiD0B2,nabilladewiii,Positif,"Tweet ini memuji inisiatif Ganjar dalam menyediakan obat esensial di Puskesmas, yang dianggap bermanfaat bagi masyarakat."
Tue Feb 13 23:54:15 +0000 2024,@talifia_ Pilih Anies Dukung Ganjar Coblos Prabowo,ricepicker99,Netral,Tweet ini menyebutkan tiga calon tanpa menunjukkan dukungan atau kritik yang jelas terhadap salah satu dari mereka.
Tue Feb 13 23:54:13 +0000 2024,@ganjarpranowo Satukan suara untuk selalu mendukung pak Ganjar Pranowo,al_sotea,Positif,Tweet ini menunjukkan dukungan penuh terhadap Ganjar Pranowo.
Tue Feb 13 23:54:13 +0000 2024,Ini Lokasi TPS Tempat Anies Prabowo dan Ganjar Nyoblos https://t.co/1D7oPNOsMQ,cnbcindonesia,Netral,Tweet ini hanya memberikan informasi tentang lokasi TPS tanpa menunjukkan dukungan atau kritik terhadap salah satu calon.
Tue Feb 13 23:54:11 +0000 2024,Ganjar-Mahfud: pasangan yang mengubah politik jadi ajang berbagi cerita . Ganjar Pranowo hanya yang terbaik untuk rakyat @mphiniss #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/e7Z9gtNuWr,rfzastwnnn,Positif,Tweet ini memuji pasangan Ganjar-Mahfud dan menyatakan bahwa mereka adalah yang terbaik untuk rakyat.
Tue Feb 13 23:54:08 +0000 2024,@AndreasSolusi Jokowi kali yg gak punya khianati Ganjar,Arif_Analyst,Negatif,Tweet ini mengkritik Jokowi dengan menyatakan bahwa dia mengkhianati Ganjar.
Tue Feb 13 23:54:03 +0000 2024,@igoraithab Kayaknya pak ganjar makin lama makin ganteng deh tak coblos ah bathuk e dan masyarakat tidak tau,adreafarandika,Positif,Tweet ini memuji penampilan Ganjar dan menyatakan niat untuk memilihnya.
Tue Feb 13 23:54:03 +0000 2024,Ganjar - Mahfud menegaskan bahwa integritas dan kejujuran harus dijunjung tinggi dalam setiap tahapan pemilihan di TPS. Kesejahteraan berkali lipat Indonesia Hebat ! @cakk_yan #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/OS73YiTTbV,ReskiAd9,Positif,Tweet ini memuji komitmen Ganjar-Mahfud terhadap integritas dan kejujuran dalam pemilihan.
Tue Feb 13 23:53:57 +0000 2024,feelingku ganjar lgsg gaspol (pendukunge stay quiet soale),budiimaann,Netral,"Tweet ini menyatakan perasaan bahwa Ganjar akan langsung bergerak cepat, namun tidak menunjukkan dukungan atau kritik yang jelas."
Tue Feb 13 23:53:57 +0000 2024,@KompasTV siap pilih paslon 03 ga siiii gaspolll in pak Ganjar untuk hari iniii,rrainymuach,Positif,Tweet ini menunjukkan dukungan penuh terhadap pasangan Ganjar-Mahfud.
Tue Feb 13 23:53:49 +0000 2024,Selamat pagi Indonesia. Jangan lupa nyoblos. Yang penting: Coblos Ganjar Mahfud. https://t.co/OW5mmYt6ry,171cakmus,Positif,Tweet ini mengingatkan untuk memilih dan menunjukkan dukungan terhadap Ganjar-Mahfud.
Tue Feb 13 23:52:09 +0000 2024,@Bisniscom Yang paling mumpuni udah pasti pak anies.. Jika di putaran pertama sampe pak anies kalah nanti mendingan saya bralig ke pak Ganjar https://t.co/EjuFmNZADm,sayahmaul,Netral,"Tweet ini menunjukkan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:52:06 +0000 2024,Usai Mencoblos Ganjar Bakal Temui Megawati https://t.co/kHbZPb4ApN,GesuriID,Netral,Tweet ini hanya memberikan informasi tentang rencana Ganjar setelah mencoblos tanpa menunjukkan dukungan atau kritik.
Tue Feb 13 23:52:06 +0000 2024,Keberpihakan Mas Ganjar terhadap rakyat kecil dan menengah membangun harapan bahwa setiap warga negara akan mendapat perlakuan yang adil. @TaErAEcuter #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/PP97LyCcCf,Julietamariee,Positif,Tweet ini memuji keberpihakan Ganjar terhadap rakyat kecil dan menengah.
Tue Feb 13 23:52:00 +0000 2024,@ganjarpranowo Gaya pak Ganjar alami sekali gak ada kesan dibuat2. Salut Pak dengan ketulusannya semoga berlanjut terus seperti ini. ,JHSinurat,Positif,Tweet ini memuji gaya alami dan ketulusan Ganjar.
Tue Feb 13 23:51:51 +0000 2024,Dukung Ganjar-Mahfud mereka punya chemistry yang pas untuk memimpin . Bersama Ganjar kita sejahtera @Munawarkun #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/q7pxzCpGwL,auroraaasha,Positif,Tweet ini menunjukkan dukungan penuh terhadap pasangan Ganjar-Mahfud dan menyatakan keyakinan bahwa mereka akan membawa kesejahteraan.
Tue Feb 13 23:51:42 +0000 2024, Pak Ganjar sosok calon pemimpin yang sangat merakyat sekali,PikoPika09,Positif,Tweet ini memuji Ganjar sebagai sosok yang merakyat.
Tue Feb 13 23:51:39 +0000 2024,Ganjar - Mahfud mengajak seluruh pendukungnya untuk memberikan contoh terbaik dalam menjaga proses pemilu yang bersih di TPS. Ganjar Pranowo terbukti mensejahterakan @hokitaro #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/35jEPZCopl,YAvesani10,Positif,Tweet ini memuji ajakan Ganjar-Mahfud untuk menjaga pemilu yang bersih dan menyatakan bahwa Ganjar telah mensejahterakan masyarakat.
Tue Feb 13 23:51:35 +0000 2024,Sejauh ini baru 2 org di sini yang pake merah putih aka GANJAR PRANOWO sisanya blm keliatan. Jangan harap Anies menang kalo di sini. Tapi gpp asal bukan si orba yg menang.,eloisepickles,Netral,"Tweet ini menyatakan dukungan terhadap Ganjar dan ketidaksetujuan terhadap calon lain, namun tidak menunjukkan sentimen yang jelas terhadap Ganjar."
Tue Feb 13 23:51:30 +0000 2024,@CNNIndonesia AMIN kalah diputaran pertama saya pilih Ganjar aja deh https://t.co/wYPj565LXg,karinkaaza,Netral,"Tweet ini menunjukkan dukungan terhadap Ganjar jika AMIN kalah, namun tidak menunjukkan sentimen yang jelas terhadap Ganjar."
Tue Feb 13 23:51:29 +0000 2024,@MurtadhaOne1 Selain TV MNC group ada ga Ganjar menang,TedyIra88122579,Netral,Tweet ini menanyakan tentang kemenangan Ganjar tanpa menunjukkan dukungan atau kritik yang jelas.
Tue Feb 13 23:49:04 +0000 2024,@tvOneNews anies memang pilihan terbaik sih tapi kalau kalah ya gmn lagi... mending ganjar timbang prabowo https://t.co/QSbMsww3CJ,leiimontea,Netral,"Tweet ini menunjukkan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:49:03 +0000 2024,Gila abis nonton Dirty Vote langsung melek liat Close the door malem ini. Prabowo semakin keliatan kotor semakin yakin deh pilih Ganjar - Mahfud.,chiulingchai,Positif,Tweet ini menyatakan keyakinan untuk memilih Ganjar-Mahfud setelah melihat Prabowo dalam konteks negatif.
Tue Feb 13 23:48:42 +0000 2024,Film Dirty Vote soal Pemilu Curang Tim Prabowo &amp; Ganjar Buka Suara https://t.co/bRrkoi12T0,keuangannews_id,Netral,Tweet ini hanya memberikan informasi tentang film tanpa menunjukkan dukungan atau kritik yang jelas terhadap Ganjar.
Tue Feb 13 23:48:28 +0000 2024,@salimafillah Kadar keimanan terhadap Jokowi kita ketinggian Dan itu tak akan ku ulangi lagi pada Pak Ganjar. Cukup dukung sampe jadi setelah jadi kritisi dari hari kehari.,rezawiraisyi,Netral,Tweet ini menyatakan dukungan terhadap Ganjar dengan catatan akan mengkritisi setelah terpilih.
Tue Feb 13 23:48:26 +0000 2024,GanjardanMahfud bukan hanya pilihan politik tapi juga harapan kita untuk masa depan mari B3rsamadansama Vot3 Lov3. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @HakimCarisa #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/DBmSCnp4ge,hiiaamar,Positif,Tweet ini memuji Ganjar-Mahfud sebagai harapan masa depan dan menyatakan bahwa Ganjar adalah sosok yang merakyat.
Tue Feb 13 23:48:17 +0000 2024,@__sandaljepit @macanlorreng @ayamnuklir_ aslii pak ganjar tuh gantengnya gabisa dijelasin,rrukkae,Positif,Tweet ini memuji penampilan Ganjar.
Tue Feb 13 23:48:05 +0000 2024,Bersama Ganjar - Mahfud mari kita tebarkan Vot3 Love di mana pun kita berada. Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat! @ramadhan_diska #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/ffhQufi2dT,PutKandafi2,Positif,Tweet ini menunjukkan dukungan penuh terhadap pasangan Ganjar-Mahfud.
Tue Feb 13 23:48:00 +0000 2024,Dalam setiap langkah Mas Ganjar - Prof Mahfud mengajak seluruh tim untuk menjunjung tinggi nilai-nilai kejujuran di TPS. Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat! @HeruPN4 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/Z2MpsPfk59,Muhyamin44,Positif,Tweet ini memuji ajakan Ganjar-Mahfud untuk menjunjung tinggi nilai-nilai kejujuran dalam pemilu.
Tue Feb 13 23:47:55 +0000 2024,Ganjar-Mahfud bukti bahwa politik bisa dilakukan dengan cara yang baik . Ganjar Pranowo hanya yang terbaik untuk rakyat @Naoval_Toyib #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/UEK36ds9rv,dareendhy,Positif,Tweet ini memuji pasangan Ganjar-Mahfud dan menyatakan bahwa mereka adalah yang terbaik untuk rakyat.
Tue Feb 13 23:47:55 +0000 2024,@tvOneNews ga bakal pilih yg sok gemoy sih pilihmah yg realistis kaya anies kalau kalah ya ganjar https://t.co/nsRvtVBMME,leunsokk,Netral,"Tweet ini menunjukkan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:47:52 +0000 2024,Bissmillah 2 Suara dirmh saya untuk Pak Ganjar dan Pak Mahfud. Presiden dan Wakil Presiden Masa Bakti 2024 - 2029 Menang Menang Menang 🇮🇩,Lembur_LeutikII,Positif,Tweet ini menunjukkan dukungan penuh terhadap pasangan Ganjar-Mahfud.
Tue Feb 13 23:47:44 +0000 2024,@kumparan Bersama anies Indonesia akan maju kalo sampe kalah sih lebih baik dukung ganjar aja https://t.co/JRBdXNUFvz,SanjayaniTiara,Netral,"Tweet ini menunjukkan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:47:44 +0000 2024,@IDNTimes Indonesia maju bersama ganjar mahfud,SaputraRiz33249,Positif,Tweet ini menunjukkan dukungan penuh terhadap pasangan Ganjar-Mahfud.
Tue Feb 13 23:47:40 +0000 2024,@kumparan Bismillah udah yakin dengan Ganjar Mahfud semoga GAMA menang ,dontcry3589,Positif,Tweet ini menunjukkan keyakinan dan dukungan penuh terhadap pasangan Ganjar-Mahfud.
Tue Feb 13 23:47:15 +0000 2024,@Aryprasetyo85 @007koteka @03__nakula @__AnakKolong @_memoryusang @islah_bahrawi @Miduk17 @mikuroQ @ch_chotimah2 @vita_AVP Loh jadi buzzer Ganjar jgn dodol Dia berkomentar ketika wartawan nanya Soal nya di film itu angkatan darat disebut Ya wajar lah pak menjawab wartawan Sangking panik nya dodol nya semakin dalam,stvenborges,Netral,Tweet ini mengomentari reaksi Ganjar terhadap pertanyaan wartawan tanpa menunjukkan dukungan atau kritik yang jelas.
Tue Feb 13 23:47:14 +0000 2024,@TPNGanjarMahfud ayo pak ganjar semangat,moonstars_22,Positif,Tweet ini menunjukkan dukungan dan semangat untuk Ganjar.
Tue Feb 13 23:47:14 +0000 2024,GanjardanMahfud bukan hanya mimpi tapi kenyataan yang bisa kita wujudkan dengan Vot3 Lov3. Bersama Ganjar kita sejahtera @hao_ori #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/WWNdTu4JM4,mawarsiskat,Positif,Tweet ini menunjukkan dukungan penuh terhadap pasangan Ganjar-Mahfud dan menyatakan keyakinan bahwa mereka akan membawa kesejahteraan.
Tue Feb 13 23:47:09 +0000 2024,@AndreasSolusi Haha.... Pak Anies dan Pak Ganjar bukan insan culas yg pingin jabatan... Mana mungkin beliau berdua mau menjadi pembantu Gibran... Sorry yeee,Sh4q1641030,Netral,"Tweet ini menyatakan bahwa Anies dan Ganjar bukan orang yang culas, namun tidak menunjukkan dukungan atau kritik yang jelas terhadap Ganjar."
Tue Feb 13 23:47:06 +0000 2024,Siapapun yg terpilih jadi Presiden nanti hati kita harus dapat menerima dengan lapang dada ikhlas dan *Prabowo* Hubungan dengan teman saudara harus terjalin dengan *Anies* dan damai .Semoga Allah memberikan kita semua *Ganjar* an sesuai dengan pilihan dan perbuatan kita.,haenry70674,Netral,"Tweet ini menyarankan untuk menerima hasil pemilu dengan lapang dada dan menjaga hubungan baik, tanpa menunjukkan dukungan atau kritik yang jelas terhadap Ganjar."
Tue Feb 13 23:46:47 +0000 2024,Generasi muda ini adalah kesempatan kita untuk berkontribusi dengan Vot3 Love untuk Ganjar - Mahfud. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @rebel15536588 #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/2Uqci9foRG,ksm4watiii,Positif,Tweet ini mendukung Ganjar dan Mahfud dengan semangat dan menyatakan bahwa mereka berhak mendapatkan yang terbaik.
Tue Feb 13 23:46:47 +0000 2024,@TPNGanjarMahfud ganjar-mahfud menang 1 putaran,moonstars_22,Positif,Tweet ini menyatakan keyakinan bahwa Ganjar dan Mahfud akan menang dalam satu putaran.
Tue Feb 13 23:46:47 +0000 2024,Bersama Mas Ganjar - Prof Mahfud pendukungnya siap menjadi penjaga integritas dalam proses pemilihan di TPS. Ganjar Pranowo terbukti lebih baik @holaa_04 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/X8Lu76OXz6,MiaNursali8,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka terbukti lebih baik.
Tue Feb 13 23:46:44 +0000 2024,Gaya Mas Ganjar bikin adem cocok banget jadi pemimpin . Ganjar Pranowo terbukti lebih baik @nazielljaemm #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/gh9lEf8cG9,fadhlyyf,Positif,Tweet ini memuji gaya kepemimpinan Ganjar dan menyatakan bahwa dia terbukti lebih baik.
Tue Feb 13 23:46:29 +0000 2024,@davidyao74 Jadi presiden itu garis tangan.. Jadi semakin yakin ganjar pranowo akan jadi presiden.. Auranya.. Itu... Aura positif beda sama si penculikan aura negatifnya tinggi sekali... Banyak dosa masa lalu hitam kelam berlumpur darah aktifis 98,SenoWerkudoro5,Negatif,"Tweet ini mengkritik calon lain dengan menyebutkan aura negatif dan dosa masa lalu, sementara menyatakan keyakinan terhadap Ganjar."
Tue Feb 13 23:46:11 +0000 2024,@QTabebuya Ganjar Mahfud menang 1 putaran ,Noturrubby2,Positif,Tweet ini menyatakan keyakinan bahwa Ganjar dan Mahfud akan menang dalam satu putaran.
Tue Feb 13 23:45:58 +0000 2024,@tvOneNews kawal anies sih tapi kalau kalah ya alternatif nya hanya ganjar. gak mungkin dong prabowo https://t.co/CNMnqzF5KE,apelmangow,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:45:58 +0000 2024,Vot3 Lov3 tindakan kecil kita dengan dampak besar untuk GanjardanMahfud. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @hazim203 #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/B9Chj2Nc72,rusdiaditiya,Positif,Tweet ini mendukung Ganjar dan Mahfud dengan semangat dan menyatakan bahwa mereka berhak mendapatkan yang terbaik.
Tue Feb 13 23:45:44 +0000 2024,@agnikaimal24775 GAS POL DUKUNG GANJAR MAHFUD,Noturrubby2,Positif,Tweet ini mendukung Ganjar dan Mahfud dengan semangat.
Tue Feb 13 23:45:42 +0000 2024,@kanialauraa @peonwi @tubirfess trus ujungnya dukung ganjar ya apa bedanya anjir sama aja yg megang urusan undang bakal tetep DPR tetep PDIP tetep mega sama puan,Oatmealcrackers,Negatif,Tweet ini mengkritik dukungan terhadap Ganjar dengan menyatakan bahwa tidak ada bedanya dengan yang lain.
Tue Feb 13 23:45:40 +0000 2024,@Bisniscom Pasti lagi takut tuh jadi saya jelas dukung aja pak Anies jika kalah pun lebih baik pak Ganjar https://t.co/MClVonIvgD,Isnaaurawr,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:45:39 +0000 2024,setiap debat membuktikan bahwa Mas Ganjar Mahfud adalah pemimpin yang mampu menyampaikan visi dengan jelas dan lugas. @ssyahdara #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/9Pw1siRNnu,imranzaii,Positif,Tweet ini memuji kemampuan Ganjar dan Mahfud dalam menyampaikan visi mereka.
Tue Feb 13 23:45:37 +0000 2024,Pak Ganjar - Prof Mahfud memberikan dorongan moral kepada seluruh pendukungnya untuk berperan aktif di TPS. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @hyuzowl #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/LHZBFY7Wcm,TeguhAndria7,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka berhak mendapatkan yang terbaik.
Tue Feb 13 23:45:33 +0000 2024,Mas Ganjar bikin suasana politik makin asyik . Bersama Ganjar kita sejahtera @neytrue #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/Ldfj9suyIz,IrwandiJoss,Positif,Tweet ini memuji Ganjar dan menyatakan bahwa dia membuat suasana politik lebih baik.
Tue Feb 13 23:45:26 +0000 2024,Tak ada yang mustahil jika kita bersatu Vot3 Love Ganjar - Mahfud. Tiga Kali Lebih Sejahtera Indonesia Jaya! @paij0p #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/FkRy1u7ckP,gnwnrkaaarkaa,Positif,Tweet ini mendukung Ganjar dan Mahfud dengan semangat dan menyatakan bahwa mereka akan membawa kesejahteraan.
Tue Feb 13 23:45:16 +0000 2024,@kumparan Yang ku dukung cuman pak anies jika kalah pun lebih baik dukung pak ganjar dan jelas menolak untuk mendukung pragib https://t.co/PxyC0ZXPuQ,ritaliana382,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:44:54 +0000 2024,@tvOneNews pilih yg nyata kerja nya lah kalau gak anies ya ganjar https://t.co/eX2RwP9tx9,lond0nboyss,Netral,"Tweet ini menyatakan dukungan terhadap Anies atau Ganjar, tanpa menunjukkan dukungan eksklusif terhadap satu calon."
Tue Feb 13 23:44:50 +0000 2024,Jangan takut untuk berbuat baik mulailah dengan memberikan suara Vot3 Lov3 untuk Mas Ganjar &amp; Pak Mahfud. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @ganduekasaputra #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/mfA3hPa0N3,lolipettyy89,Positif,Tweet ini mendukung Ganjar dan Mahfud dengan semangat dan menyatakan bahwa mereka berhak mendapatkan yang terbaik.
Tue Feb 13 23:44:31 +0000 2024,Poin-poin Mas Ganjar tentang penanganan kemiskinan dan pengangguran memberikan gambaran konkret bagaimana dia akan mengatasi masalah sosial di masyarakat. @sunookimbab #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/wtHGsyPYTG,budiiipras,Positif,Tweet ini memuji rencana Ganjar dalam mengatasi masalah sosial.
Tue Feb 13 23:44:30 +0000 2024,@DokterTifa Bissmillah anies.. Kalo sampe kalah mending dukung pak Ganjar aja dari pada 02 https://t.co/mMOZZVz7UN,armarabku,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:44:24 +0000 2024,Ganjar Pranowo rencananya akan lari pagi sebelum nyoblos pada hari ini https://t.co/R6MxhVEKxg,officialinews_,Netral,Tweet ini hanya memberikan informasi tentang rencana Ganjar tanpa menunjukkan dukungan atau kritik yang jelas.
Tue Feb 13 23:44:23 +0000 2024,Ganjar - Pak Mahfud menyampaikan pesan keadilan sebagai inti dari partisipasi aktif di Tempat Pemungutan Suara. Bersama Ganjar kita sejahtera @hay_lon83 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/BQViXfs7nt,DewiAme11,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka membawa kesejahteraan.
Tue Feb 13 23:44:22 +0000 2024,Waktunya untuk nyoblos telah tiba guys. Ikut jaga dan awasi pemilu hari ini ya. Kalau ada pelanggaran-pelanggaran yang perlu diadukan ini nomor WA Pengaduan Deputi Hukum TPN Ganjar Mahfud : 081111126333 081181331333 081112024333 081181177333 https://t.co/oPSYdCvEen,StellaSuwardi,Netral,Tweet ini memberikan informasi tentang pemilu dan nomor pengaduan tanpa menunjukkan dukungan atau kritik yang jelas.
Tue Feb 13 23:44:18 +0000 2024,@tvOneNews kalaupun anies pilihanku kalah ya gas ganjar.. yakali pilih prabowo https://t.co/uuDf0tTncj,mikirdoong,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:44:00 +0000 2024,Ayo jadikan suaramu berarti dengan memberikan Vot3 Love untuk Mas Ganjar - Prof Mahfud. Ganjar Pranowo terbukti lebih baik @pbalapbrok #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/hrHVbWTPG5,IndahTriianaa,Positif,Tweet ini mendukung Ganjar dan Mahfud dengan semangat dan menyatakan bahwa mereka terbukti lebih baik.
Tue Feb 13 23:43:53 +0000 2024,Fakta Ganjar.. Semangat membangun bangsanya sangat luar biasa besar.. Menghargai karya orang lain dan selalu ingin berinovasi.. #SayaMantabMilihGanjar https://t.co/GhBi33nSFn,win_ardie,Positif,Tweet ini memuji semangat dan inovasi Ganjar dalam membangun bangsa.
Tue Feb 13 23:43:50 +0000 2024,@MurtadhaOne1 Hampir kegocek Tadinya udah mau percaya Tapi pas liat judulnya WNI: Ganjar menang Terus stasiun tv nya rcti group Jadi ngakak,hezmaan,Netral,Tweet ini menyatakan kebingungan awal namun kemudian menganggap informasi tersebut lucu.
Tue Feb 13 23:43:49 +0000 2024,Tanggal 14 Februari 2024 dan bertepatan dengan hari kasih sayang jangan lupa ya - @ganjarpranowo @mohmahfudmd #GanjarMahfud2024 #GPMMDSATSET #GanjarMahfudNews https://t.co/ORNzEmpJ1C,jotajotiID,Netral,Tweet ini memberikan informasi tentang tanggal pemilu tanpa menunjukkan dukungan atau kritik yang jelas.
Tue Feb 13 23:42:53 +0000 2024,@tvOneNews yakin anies bisa satu putaran sih tapi kalau ternyata gagal ya saya terpaksa pindah ke ganjar. yakali ke prabowo https://t.co/uowdECF7JK,andralofaa,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:42:51 +0000 2024,@tvOneNews Gw sih setuju kalo Anies kalah di putaran pertama pindah aja selesein ke Ganjar lebih reliable lah daripada O2 https://t.co/Ixpx05RRGP,sanaviera,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:42:50 +0000 2024,@kumparan Dari awal sudah yakin dukung pak Ganjar Mahfud bismillah pak atas izin Allah SWT bapak Jadi presiden amin,nikmah_tss,Positif,Tweet ini mendukung Ganjar dan Mahfud dengan keyakinan dan doa.
Tue Feb 13 23:42:41 +0000 2024,Ms Ganjar-Mahfud: Memahami bahwa setiap sarjana dari keluarga miskin adalah kemenangan melawan siklus kemiskinan @xdggjxg1 #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/RJAIHBRwBJ,tr111iii,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka membantu melawan kemiskinan.
Tue Feb 13 23:42:37 +0000 2024,@tvOneNews Bro kalo di putaran pertama Anies kalah mendingan pindah dukung Ganjar deh daripada dukung O2 yang nggak bisa dipercaya https://t.co/Zhb2ksuBIV,tipannyyy,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:42:36 +0000 2024,@CNNIndonesia si samsul mending diem aja kalik yah. Say no to prabowo gibran. kita berjuang untuk AMIN dan pak ganjar kalau AMIN k.o di putaran satu. https://t.co/tNGTzCxuhE,AnnisaSalsa1__,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
