created_at,full_text,label,analisis,
Mon Feb 12 23:02:46 +0000 2024,@wildzimul @abu_waras Suara satu putaran prabowo diucap karena hasil survey mereka diatas 50% dibeberapa survey.,Netral,Tweet ini hanya menyatakan bahwa suara satu putaran Prabowo diucapkan berdasarkan hasil survei tanpa menunjukkan dukungan atau kritik yang jelas.,Pernyataan mengenai hasil survei tanpa sentimen yang jelas menunjukkan netralitas.
Mon Feb 12 23:02:44 +0000 2024,Gak usah ngomong dirty vote tetek bengek semua partai kalo masa tenang pada bagi bagi serangan fajar blook emang mental si caleg caleg nya aja yang rusak.,Netral,Tweet ini hanya menyatakan bahwa semua partai melakukan serangan fajar tanpa menunjukkan dukungan atau kritik yang jelas terhadap Prabowo.,Pernyataan mengenai serangan fajar tanpa sentimen yang jelas menunjukkan netralitas.
Mon Feb 12 23:02:42 +0000 2024,Jawaban TKN soal Video Viral Politikus PDIP Diduga Hina Prabowo Subianto Mirip Binatang: Itu Benar-benar Ekstrem Penghinaan https://t.co/RXNhN29d5b,Negatif,Tweet ini mengkritik penghinaan terhadap Prabowo dengan menyatakan bahwa itu adalah penghinaan ekstrem.,Kritik terhadap penghinaan menunjukkan sentimen negatif.
Mon Feb 12 23:02:37 +0000 2024,Ultimatum Prabowo Subianto: Saya Tidak Peduli Engkau Anak Siapa di Unhan Tidak Menerima Surat Rekomendasi https://t.co/WcxMKKdgDx,Netral,Tweet ini hanya menyampaikan informasi mengenai ultimatum Prabowo tanpa menunjukkan dukungan atau kritik yang jelas.,Penyampaian informasi tanpa sentimen yang jelas menunjukkan netralitas.
Mon Feb 12 23:02:36 +0000 2024,Keluhankan Birokrasi Sulit saat Pidato di Unhan Prabowo Singgung Pihak Asing: Ada yang Ketawa https://t.co/iFE573kkNy,Netral,Tweet ini hanya menyampaikan informasi mengenai pidato Prabowo tanpa menunjukkan dukungan atau kritik yang jelas.,Penyampaian informasi tanpa sentimen yang jelas menunjukkan netralitas.
Mon Feb 12 23:02:35 +0000 2024,@prabowogibran2 Insyaallah AMIN akan quattrick Prabowo,Positif,Tweet ini mendukung Prabowo dengan menyatakan harapan agar dia menang empat kali berturut-turut.,Dukungan terhadap Prabowo dan pernyataan positif menunjukkan sentimen positif.
Mon Feb 12 23:02:31 +0000 2024,@realfedinuril @prabowo @Dahnilanzar menyala abangkuuhh ️‍,Netral,Tweet ini hanya menyatakan bahwa seseorang menyala tanpa menunjukkan dukungan atau kritik yang jelas terhadap Prabowo.,Pernyataan tanpa sentimen yang jelas menunjukkan netralitas.
Mon Feb 12 23:02:30 +0000 2024,@bengkeldodo @aniesbaswedan @prabowo @Ndons_Back @golkar_id @ekowboy2 @HowThingsWork_ @RmHartokopoerbo @Lembayung071 @OfficialDPP_PBB Ok ya sebaliknya klo pak Anis menang janji ya wowo jgn minta jatah cukup wowo nyalon lg aja di 2029 Makanya spanduk wowo di simpen yg rapih y buat 2029 spy ga modol...eh modal,Netral,"Tweet ini hanya menyatakan bahwa jika Anies menang, Prabowo tidak boleh meminta jatah tanpa menunjukkan dukungan atau kritik yang jelas.",Pernyataan mengenai janji tanpa sentimen yang jelas menunjukkan netralitas.
Mon Feb 12 23:02:20 +0000 2024,@geloraco Segampang itu? Prabowo jg punya power kali,Netral,Tweet ini hanya menyatakan bahwa Prabowo juga memiliki kekuatan tanpa menunjukkan dukungan atau kritik yang jelas.,Pernyataan mengenai kekuatan tanpa sentimen yang jelas menunjukkan netralitas.
Mon Feb 12 23:02:17 +0000 2024,@Fahrihamzah yakali hari gini masih dukung prabowo rugi donkk. mending yg pasti kayak anies aja https://t.co/8SjoG6mEG8,Negatif,Tweet ini mengkritik dukungan terhadap Prabowo dengan menyatakan bahwa mendukungnya adalah kerugian.,Kritik terhadap dukungan Prabowo menunjukkan sentimen negatif.
Mon Feb 12 23:02:10 +0000 2024,@RandomWorldWar @realfedinuril @prabowo @Dahnilanzar Kekhawatiran Amerika memasok senjata ke Indonesia karena banyak nya teroris di Indonesia nah skrg sdh aman dan tgl ngra bgaimana caranya meyakinkan negara tsb khawatir nya negara kita ini akan byk penilaian miring dr negara lain Krn apa..krn kt msh bekerja sama dgn Israel,Netral,Tweet ini hanya menyatakan kekhawatiran mengenai kerjasama dengan Israel tanpa menunjukkan dukungan atau kritik yang jelas terhadap Prabowo.,Pernyataan mengenai kekhawatiran tanpa sentimen yang jelas menunjukkan netralitas.
Mon Feb 12 23:01:07 +0000 2024,@budiyaksaa @legislatweet @Fahrihamzah Begitu juga narasi 'Prabowo dan Gibran' bersih dari korupsi. @Fahrihamzah berani ngomong gt karena Jokowi ada di belakang mereka sebagai pengendali instrumen tsb.,Netral,Tweet ini hanya menyatakan bahwa narasi Prabowo dan Gibran bersih dari korupsi didukung oleh Jokowi tanpa menunjukkan dukungan atau kritik yang jelas.,Pernyataan mengenai narasi tanpa sentimen yang jelas menunjukkan netralitas.
Mon Feb 12 23:01:01 +0000 2024,@Bisniscom Lihat tuh para pendukungmu yg datang ke kampanye Ganjar dan teriak nama Prabowo itu tidak menghargai demokrasi apa sengaja dikirim untuk mengacaukan kampanye Ganjar?,Negatif,Tweet ini mengkritik pendukung Prabowo dengan menyatakan bahwa mereka tidak menghargai demokrasi.,Kritik terhadap pendukung Prabowo menunjukkan sentimen negatif.
Mon Feb 12 23:00:49 +0000 2024,@oryaoiii @realfedinuril Padahal dengan bung @realfedinuril nanya dan djawab.isu2 kayak berita harusny sdh nda kena ke Pak Prabowo,Netral,Tweet ini hanya menyatakan bahwa isu-isu seharusnya tidak mengenai Prabowo tanpa menunjukkan dukungan atau kritik yang jelas.,Pernyataan mengenai isu tanpa sentimen yang jelas menunjukkan netralitas.
Mon Feb 12 23:00:48 +0000 2024,Jangan pilih Prabowo - Gibran Sangat Berbahaya untuk Demokrasi Indonesia kedepan. dah itu saja,Negatif,Tweet ini mengkritik Prabowo dan Gibran dengan menyatakan bahwa mereka berbahaya untuk demokrasi Indonesia.,Kritik terhadap Prabowo dan Gibran menunjukkan sentimen negatif.
Mon Feb 12 23:00:45 +0000 2024,@snumgu @ArdaChandra10 @datuakrajoangek Kalahan ??? Prabowo kali yg kalahan 3 kali ikut pilpres kalah terus besok juga kalah lagi ,Negatif,Tweet ini mengkritik Prabowo dengan menyatakan bahwa dia kalah tiga kali dalam pilpres dan akan kalah lagi.,Kritik terhadap kekalahan Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:59:54 +0000 2024,@fadlizon Doa khusus ??? sholat waktu nggak Bang Mbah Prabowo???,Negatif,Tweet ini mengkritik Prabowo dengan mempertanyakan apakah dia sholat tepat waktu.,Kritik terhadap praktik keagamaan Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:59:50 +0000 2024,@AndreasSolusi mendadak lupa prabowo dulu gtu. dulu oposisi akhirnya koalisi juga ngga tahan banget jadi oposisi demi jabatan. udh cape-cape pemilihan trus nuduh curang sampe demo rakyat pada milih termasuk saya dn keluarga ujung-ujungnya gabung juga ,Negatif,Tweet ini mengkritik Prabowo dengan menyatakan bahwa dia tidak tahan menjadi oposisi dan akhirnya bergabung dengan koalisi demi jabatan.,Kritik terhadap perubahan sikap politik Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:59:49 +0000 2024,serukan gerakan #02JariUngu buat hari ini yaa! wajib full pilih @prabowo @gibran_tweet untuk mewujudkan indonesia yang berkelas dengan 02 gas https://t.co/jEjXiQ7vmC,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:59:44 +0000 2024,@cobeh2022 Mungkin ini sebabnya mengapa akhirnya Jokowi mendukung Prabowo daripada Ganjar.,Netral,Tweet ini hanya menyatakan kemungkinan alasan Jokowi mendukung Prabowo tanpa menunjukkan dukungan atau kritik yang jelas.,Pernyataan mengenai dukungan tanpa sentimen yang jelas menunjukkan netralitas.
Tue Feb 13 23:59:43 +0000 2024,@fadlizon @prabowo Pra bowo pd dasarnya baik tapi pencapresannya sekarang posisi Prabowo sangat lemah Prabowo banyak dibantu dana dn kecurangan oleh komunis. Sehingga dia dlm cengkaraman dn kendali mereka.,Negatif,Tweet ini mengkritik Prabowo dengan menyatakan bahwa dia dibantu oleh dana dan kecurangan komunis.,Kritik terhadap dukungan dan kecurangan menunjukkan sentimen negatif.
Tue Feb 13 23:59:41 +0000 2024,Ayooo kita ke TPS dan jangan lupa coblos @prabowo @gibran_tweet #02JariUngu https://t.co/8XnIjrahyl,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:59:38 +0000 2024,@syalalaela @prabowo @gibran_tweet Bismillah ayoo guyss siap² otw nihh coblos #02JariUngu,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:59:36 +0000 2024,yuk penuhi tps dan gunakan hak suara kalian untuk memilih capres @prabowo @gibran_tweet #02JariUngu https://t.co/9UmUctZnbR,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:59:36 +0000 2024,@syalalaela @prabowo @gibran_tweet yuklahhh bangun tidur siap-siap ke tps wakakka #02JariUngu,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:59:31 +0000 2024,@gerrfillah @realfedinuril @prabowo @Dahnilanzar Btw terima kasih atas makiannya. Jadi menu Siomay. Mau pedes?,Netral,Tweet ini hanya menyatakan terima kasih atas makian tanpa menunjukkan dukungan atau kritik yang jelas terhadap Prabowo.,Pernyataan mengenai makian tanpa sentimen yang jelas menunjukkan netralitas.
Tue Feb 13 23:59:28 +0000 2024,@ajengcute16__ Kami dukung Prabowo Gibran pasangan terampuh sejagat raya https://t.co/A3YJ3P7B8f,Positif,Tweet ini mendukung Prabowo dan Gibran dengan menyatakan bahwa mereka adalah pasangan terampuh.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:59:28 +0000 2024,Ayo kita sama-sama kawal kemenangam @prabowo @gibran_tweet dan pastikan suara kita untuk #02JariUngu https://t.co/PneKoXOfux,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk mengawal kemenangan mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:59:26 +0000 2024,@kegblgnunfaedh Sunda empire hanyalah agen kami mereka hanya menerima perintah dari kami kami adalah black agen dan yang menang adalah Prabowo,Netral,Tweet ini hanya menyatakan bahwa Sunda empire adalah agen tanpa menunjukkan dukungan atau kritik yang jelas terhadap Prabowo.,Pernyataan mengenai agen tanpa sentimen yang jelas menunjukkan netralitas.
Tue Feb 13 23:59:18 +0000 2024,Ayo kita lakukan #02JariUngu dan menangkan no 02 @prabowo @jokowi @gibran_tweet https://t.co/lLgU2nt9G7,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:59:18 +0000 2024,mari kita bersama-sama menuju tps dengan mencoblos @prabowo @gibran_tweet yaawww kita kawal juga kemenangan mereka dalam satu kali putaran! salam #02JariUngu https://t.co/nM2PUiSZSR,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:59:15 +0000 2024,@syalalaela @prabowo @gibran_tweet udhh siap bangett dong #02JariUngu,Positif,Tweet ini mendukung Prabowo dan Gibran dengan menyatakan bahwa mereka sudah siap.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:59:12 +0000 2024,@DelimaNafiah @prabowo @gibran_tweet AMIN menang satu putaran,Positif,Tweet ini mendukung Prabowo dan Gibran dengan menyatakan harapan agar mereka menang dalam satu putaran.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:59:07 +0000 2024,@tvOneNews Laporkan dan cari ya.... jangan coba2 playing victim. Kawan homonya prabowo ini,Negatif,Tweet ini mengkritik Prabowo dengan menyatakan bahwa dia bermain sebagai korban.,Kritik terhadap karakter Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:59:07 +0000 2024,@syalalaela @prabowo @gibran_tweet Rela bangun subuh dan langsung pke baju blue sky buat coblos pak Wowo dan mas Samsul nihh #02JariUngu,Positif,Tweet ini mendukung Prabowo dan Gibran dengan menyatakan kesiapan untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:58:51 +0000 2024,@syalalaela @prabowo @gibran_tweet mari dukung dan kawal terus #02JariUngu,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk mendukung dan mengawal mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:58:51 +0000 2024,sudah saatnya nih yuk gaskan kita coblos @prabowo @gibran_tweet #02JariUngu https://t.co/371Q3PltMI,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:58:50 +0000 2024,yuk gass ke TPS dan coblos pilihanmu mari kita menangkan @prabowo @gibran_tweet dan tunjukkan #02JariUngu https://t.co/zetU92RMAN,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:58:49 +0000 2024,@syalalaela @prabowo @gibran_tweet Yuk bangun yuk jangan lupa ya hari ini coblosan. . Cungkan #02JariUngu,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:58:48 +0000 2024,@AndreasSolusi Jika Pak Jokowi Dodo saja bisa berhati besar memasukan Pak Prabowo jadi Menhan seharusnya Pak Prabowo juga bisa berhati besar memasukan rivalnya @aniesbaswedan dan @ganjarpranowo . Jika konteksnya demi kepentingan bangsa urusan pribadi bisa dinomorduakan.,Netral,Tweet ini hanya menyatakan bahwa Prabowo seharusnya bisa memasukkan rivalnya tanpa menunjukkan dukungan atau kritik yang jelas.,Pernyataan mengenai sikap tanpa sentimen yang jelas menunjukkan netralitas.
Tue Feb 13 23:58:48 +0000 2024,yuk bisa yuk hari ini coblos @prabowo dan @gibran_tweet untuk menyukseskan mereka dalam kemenangannya satu putaran! salam #02JariUngu everyone https://t.co/HUAauzpZ4t,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:58:48 +0000 2024,kemenangan di depan mata yuk acungkan #02JariUngu hari ini @prabowo https://t.co/sPRIPeLjnP,Positif,Tweet ini mendukung Prabowo dengan mengajak untuk memilihnya.,Dukungan terhadap Prabowo menunjukkan sentimen positif.
Tue Feb 13 23:58:47 +0000 2024,@sharpandshark Kalo 02 menang maka neo orde baru tiba semoga Prabowo Gibran kalah lagi,Negatif,Tweet ini mengkritik Prabowo dan Gibran dengan menyatakan bahwa kemenangan mereka akan membawa neo orde baru.,Kritik terhadap Prabowo dan Gibran menunjukkan sentimen negatif.
Tue Feb 13 23:58:43 +0000 2024,Dari tahun 2014 lalu di tahun 2019 akan terulang kekalahan Prabowo di tahun 2024. Masyarakat sudah menentukan 2 kali Pilpres dan apa yang terjadi akan sama di tahun ini. ************************************,Negatif,"Tweet ini menyatakan bahwa kekalahan Prabowo akan terulang di tahun 2024, menunjukkan ketidakpercayaan.",Ketidakpercayaan terhadap kemenangan Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:58:39 +0000 2024,@hnurwahid Salam DUA JARI ️️️ PRABOWO GIBRAN,Positif,Tweet ini mendukung Prabowo dan Gibran dengan menyatakan salam dua jari.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:58:38 +0000 2024,mari tunjukkan #02JariUngu kita setelah memilih pemimpin terbaik di Indonesia @prabowo @gibran_tweet https://t.co/AyzmflsAGw,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk menunjukkan dukungan setelah memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:58:37 +0000 2024,@syalalaela @prabowo @gibran_tweet mantap gas kan #02JariUngu,Positif,Tweet ini mendukung Prabowo dan Gibran dengan menyatakan semangat untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:58:35 +0000 2024,@syalalaela @prabowo @gibran_tweet Udah siap bangett dong jangan lupa ya #02JariUngu,Positif,Tweet ini mendukung Prabowo dan Gibran dengan menyatakan kesiapan untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:58:00 +0000 2024,Jangan lupa pilih pak gemoy @prabowo dan mas @gibran_tweet untuk perubahan yang nyata #02JariUngu https://t.co/r7l2xZdqdr,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka demi perubahan yang nyata.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:58:00 +0000 2024,Gaspol jangan lupaa buat coblos pak @prabowo dan @gibran_tweet buat indonesia lebih majuu jangan lupa buat ke TPS dan #02JariUngu https://t.co/u1OS2JTJkA,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka demi kemajuan Indonesia.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:57:59 +0000 2024,@NoviBudi78 @prabowo Aamiin smg yg berbuat curang kena bala dan bahaya serta dijatuhi hukuman yang setimpal. Amin,Netral,Tweet ini hanya menyatakan harapan agar yang berbuat curang dijatuhi hukuman tanpa menunjukkan dukungan atau kritik yang jelas terhadap Prabowo.,Pernyataan mengenai hukuman tanpa sentimen yang jelas menunjukkan netralitas.
Tue Feb 13 23:57:58 +0000 2024,@dhemit_is_back Desak anies Gelar tikar ganjar Podkes prabowo,Netral,Tweet ini hanya menyatakan desakan tanpa menunjukkan dukungan atau kritik yang jelas terhadap Prabowo.,Pernyataan mengenai desakan tanpa sentimen yang jelas menunjukkan netralitas.
Tue Feb 13 23:57:56 +0000 2024,The Dayyy yuk gunakan suara kita untuk pemimpin Indonesia bersama @prabowo @gibran_tweet #02JariUngu https://t.co/6eN1s7gxiV,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:57:53 +0000 2024,@syalalaela @prabowo @gibran_tweet Mari kita kawal kemenangan ini #02JariUngu,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk mengawal kemenangan mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:57:53 +0000 2024,@kegblgnunfaedh Iya gue tau ini tweet cuman buat seru2an. Tapi buat yg ngira Lord Rangga beneran bisa ngeramal asal lu tau itu video dibikin Oktober 2022 dimana elektabilitas Ganjar Prabowo &amp; Anies emang udah tertinggi di survei gue pun juga udah bikin tweet ginian. Trus gw jg peramal gitu? https://t.co/R69RAgWmbh,Netral,Tweet ini hanya menyatakan bahwa tweet tersebut dibuat untuk bersenang-senang tanpa menunjukkan dukungan atau kritik yang jelas terhadap Prabowo.,Pernyataan mengenai tweet tanpa sentimen yang jelas menunjukkan netralitas.
Tue Feb 13 23:57:51 +0000 2024,Teguhkan hati menangkan Prabowo -gibran gas salam dua jari ungu jangan salah pilih #02JariUngu@prabowo https://t.co/cFRECV9h8Z,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:57:51 +0000 2024,ujan gini enak molor anjing malah disuruh pemilu tanpa suara gua jg prabowo menang,Netral,Tweet ini hanya menyatakan bahwa penulis merasa nyaman tanpa menunjukkan dukungan atau kritik yang jelas terhadap Prabowo.,Pernyataan mengenai kenyamanan tanpa sentimen yang jelas menunjukkan netralitas.
Tue Feb 13 23:57:51 +0000 2024,kalo emang terjadi gua berharap prabowo sehat ga kebayang ketika kenapa kenapa terus gibran jadi presiden,Netral,Tweet ini hanya menyatakan harapan agar Prabowo sehat tanpa menunjukkan dukungan atau kritik yang jelas.,Pernyataan mengenai kesehatan tanpa sentimen yang jelas menunjukkan netralitas.
Tue Feb 13 23:57:49 +0000 2024,@syalalaela @prabowo @gibran_tweet Wahh siap bangett ini mahh ga sabar buat coblos langsung #02JariUngu,Positif,Tweet ini mendukung Prabowo dan Gibran dengan menyatakan kesiapan untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:57:47 +0000 2024,@rockygerung_rg kalo misalnya 02 menang (smoga engga) gua ga trlalu masalahin prabowo si cuma si gibrannya itu looo,Negatif,Tweet ini menyatakan ketidakpuasan dengan Gibran meskipun tidak terlalu mempermasalahkan Prabowo.,Kritik terhadap Gibran menunjukkan sentimen negatif.
Tue Feb 13 23:57:43 +0000 2024,@Dahnilanzar @prabowo Omong kosong km,Negatif,Tweet ini mengkritik Prabowo dengan menyatakan bahwa dia berbicara omong kosong.,Kritik terhadap Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:57:43 +0000 2024,Bismillah...... Yaa Alloh Yaa Rohman Yaa Rokhim Yaa Malik Yaa Qudus Yaa Dzal Jalali Wal Ikrom... Yaa Alloh.... menangkanlah Pasangan Prabowo Gibran dalam pilpres tahun ini. DENGAN SATU PUTARAN semua atas Kehendak dan Kuasa Mu... آمِيْن يَا رَبَّ العَالَمِيْنَ,Positif,Tweet ini mendukung Prabowo dan Gibran dengan berdoa agar mereka menang dalam satu putaran.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:57:41 +0000 2024,yukk angkat #02JariUngu untuk masa depan bangsa yang lebih aman dan damai @prabowo https://t.co/UpTN1XAviB,Positif,Tweet ini mendukung Prabowo dengan mengajak untuk memilihnya demi masa depan bangsa yang lebih aman dan damai.,Dukungan terhadap Prabowo menunjukkan sentimen positif.
Tue Feb 13 23:57:39 +0000 2024,skuy lah bareng² kawal kemenangan #02JariUngu @prabowo @gibran_tweet https://t.co/fe8GOTX4Cb,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk mengawal kemenangan mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:57:33 +0000 2024,@dhemit_is_back Tahun 2019 saya prabowo die hard sekarang Big NO. Gak perlu nonton close the door sudah khatam ttg dia. Sangat sangat sangat TIDAK layak jd pemimpin Indonesia. #AMINmenang,Negatif,Tweet ini menyatakan bahwa penulis tidak lagi mendukung Prabowo dan menganggapnya tidak layak menjadi pemimpin Indonesia.,Kritik terhadap kelayakan Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:57:26 +0000 2024,Datang ke TPS dan menangkan @prabowo @gibran_tweet pastikan #02JariUngu https://t.co/s3igBO4Xz6,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:57:21 +0000 2024,@syalalaela @prabowo @gibran_tweet jangan lupa buat dukung #02JariUngu,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk mendukung mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:57:18 +0000 2024,nih guys gua kasi tutor nyoblos #02JariUngu @prabowo @gibran_tweet https://t.co/IYGWsW1VwV,Positif,Tweet ini mendukung Prabowo dan Gibran dengan memberikan tutorial untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:57:14 +0000 2024,Ramaikan TPS untuk memilih jangan lupa salam #02JariUngu Support pak @prabowo dan @Gerindra https://t.co/d4NEgKPREA,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:57:12 +0000 2024,@syalalaela @prabowo @gibran_tweet Udah tinggal otw nihh yakin pasti menang #02JariUngu,Positif,Tweet ini mendukung Prabowo dan Gibran dengan menyatakan keyakinan bahwa mereka akan menang.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:57:08 +0000 2024,contoh lainnya: di pemilu 2014 alasan milih jokowi ato prabowo lebih ke milih anda lebih suka yang tegas ato yang merakyat,Netral,Tweet ini hanya menyatakan alasan memilih antara Jokowi atau Prabowo tanpa menunjukkan dukungan atau kritik yang jelas terhadap Prabowo.,Pernyataan mengenai alasan memilih tanpa sentimen yang jelas menunjukkan netralitas.
Tue Feb 13 23:56:41 +0000 2024,@syalalaela @prabowo @gibran_tweet Wah nanti celupinnya kaya gitu deh biar bisa #02JariUngu,Positif,Tweet ini mendukung Prabowo dan Gibran dengan menyatakan cara mencelupkan jari untuk menunjukkan dukungan.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:56:41 +0000 2024,@syalalaela @prabowo @gibran_tweet Siapp banget dong hari ini buat nyoblos #02JariUngu,Positif,Tweet ini mendukung Prabowo dan Gibran dengan menyatakan kesiapan untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:56:35 +0000 2024,@syalalaela @prabowo @gibran_tweet Mantapp gaslahh udah siap ini ke TPS nyoblos #02JariUngu,Positif,Tweet ini mendukung Prabowo dan Gibran dengan menyatakan kesiapan untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:56:34 +0000 2024,@threadshopee @ARSIPAJA mana ada mager semangat gini buat pa prabowo menang ,Positif,Tweet ini mendukung Prabowo dengan menyatakan semangat untuk memilihnya.,Dukungan terhadap Prabowo menunjukkan sentimen positif.
Tue Feb 13 23:56:29 +0000 2024,Teguhkan hati satukan suara mari kita menangkan @prabowo dan @gibran_tweet !! Jangan lupa abis itu tunjukkan #02JariUngu punya kita https://t.co/A036U0xhtr,Positif,Tweet ini mendukung Prabowo dan Gibran dengan mengajak untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:56:23 +0000 2024,@syalalaela @prabowo @gibran_tweet Siap pol nyoblos 02 hari ini #02JariUngu,Positif,Tweet ini mendukung Prabowo dan Gibran dengan menyatakan kesiapan untuk memilih mereka.,Dukungan terhadap Prabowo dan Gibran menunjukkan sentimen positif.
Tue Feb 13 23:56:23 +0000 2024,Salam #02JariUngu Gas ke TPS jangan sampai kelewatan dan gunakan hak pilih sebijak mungkin mantap terus pak @prabowo https://t.co/doAQk77Cb3,Positif,Tweet ini mendukung Prabowo dengan mengajak untuk memilihnya.,Dukungan terhadap Prabowo menunjukkan sentimen positif.
