Full Text,Label,Analisis,Alasan,
Tetep dukung Anies dong dan kalo kalah di putaran pertama jelas dukung aja Pak Ganjar,Netral,Tweet ini menunjukkan dukungan terhadap Anies namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.,Dukungan terhadap dua calon menunjukkan sentimen netral karena tweet ini tidak menunjukkan dukungan eksklusif terhadap satu calon.,
Karena bagimu seputih apapun Prabowo tetap akan kau nilai hitam. Dan sehitam apapun Ganjar tetap akan kau nilai putih. Karena sistem nilai yang kamu anut dan semua penghuni kandangmu bertentangan dengan hukum alam semesta. Jadi kamu sudah berkata sesuai kapasitasmu.,Negatif,Tweet ini menunjukkan kritik terhadap pandangan yang bias terhadap Prabowo dan Ganjar.,Kritik terhadap pandangan menunjukkan sentimen negatif karena tweet ini menyatakan bahwa pandangan terhadap Ganjar dan Prabowo bias.,
Masih baik Pak Ganjar kita pilih kalau Pak Anies kalah daripada harus ke orang yang banyak melanggarnya.,Netral,Tweet ini menunjukkan pilihan untuk mendukung Ganjar jika Anies kalah tanpa menunjukkan dukungan atau kritik yang jelas.,Pilihan untuk mendukung menunjukkan sentimen netral karena tweet ini hanya menyatakan pilihan tanpa memberikan opini atau emosi yang jelas terhadap Ganjar.,
Ganjar-Mahfud duo kece yang siap ngegas untuk kemajuan bangsa. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik,Positif,Tweet ini menunjukkan dukungan terhadap Ganjar dan Mahfud sebagai pasangan yang siap memajukan bangsa.,Dukungan terhadap kemajuan bangsa menunjukkan sentimen positif karena tweet ini memuji Ganjar dan Mahfud sebagai pasangan yang siap memajukan bangsa.,
Kupikir Alam Ganjar,Netral,Tweet ini menunjukkan reaksi terhadap Ganjar tanpa menunjukkan dukungan atau kritik yang jelas.,Reaksi terhadap Ganjar menunjukkan sentimen netral karena tweet ini hanya menyatakan reaksi tanpa memberikan opini atau emosi yang jelas terhadap Ganjar.,
Tangani korupsi anggaran bansos Mas Ganjar-Prof Mahfud hadir untuk pastikan setiap rupiah mengentaskan kemiskinan,Positif,Tweet ini menunjukkan dukungan terhadap upaya Ganjar dan Mahfud dalam menangani korupsi dan mengentaskan kemiskinan.,Dukungan terhadap upaya menunjukkan sentimen positif karena tweet ini memuji upaya Ganjar dan Mahfud dalam menangani korupsi dan mengentaskan kemiskinan.,
Ganjar-Mahfud merangkul masyarakat Solo dan Solo merangkul mereka kembali dengan cinta dan dukungan. Ganjar Pranowo hanya yang terbaik untuk rakyat,Positif,Tweet ini menunjukkan dukungan terhadap Ganjar dan Mahfud yang merangkul masyarakat Solo.,Dukungan terhadap masyarakat menunjukkan sentimen positif karena tweet ini memuji upaya Ganjar dan Mahfud dalam merangkul masyarakat Solo.,
Ganjar Pranowo dan Prof Mahfud menegaskan bahwa menjaga proses pencoblosan adalah kewajiban bersama untuk melindungi demokrasi. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik,Positif,Tweet ini menunjukkan dukungan terhadap upaya Ganjar dan Mahfud dalam menjaga proses pencoblosan dan melindungi demokrasi.,Dukungan terhadap demokrasi menunjukkan sentimen positif karena tweet ini memuji upaya Ganjar dan Mahfud dalam menjaga proses pencoblosan dan melindungi demokrasi.,
Semua perbedaan diterima dan disatukan dalam dukungan kepada Ganjar - Mahfud di TPS. Bersama Ganjar kita sejahtera,Positif,Tweet ini menunjukkan dukungan terhadap persatuan dalam perbedaan yang diusung oleh Ganjar dan Mahfud.,Dukungan terhadap persatuan menunjukkan sentimen positif karena tweet ini memuji upaya Ganjar dan Mahfud dalam menyatukan perbedaan.,
Dari anak-anak hingga orang tua semua bersatu padu mendukung Ganjar-Mahfud sebagai pilihan yang tepat untuk memimpin negeri. Ganjar Pranowo hanya yang terbaik untuk rakyat,Positif,Tweet ini menunjukkan dukungan kuat dari berbagai kalangan masyarakat untuk Ganjar dan Mahfud.,Dukungan kuat menunjukkan sentimen positif karena tweet ini memuji persatuan masyarakat dalam mendukung Ganjar dan Mahfud.,
Hadehh udah paling terbaik mah pasangan AMIN saja karena memilih yang tidak terlalu buruk dibanding yang lain lalu Ganjar sasaran utama ketika Anies gagal,Netral,Tweet ini menunjukkan dukungan terhadap pasangan AMIN namun juga menyatakan bahwa Ganjar adalah pilihan utama jika Anies gagal.,Dukungan terhadap dua calon menunjukkan sentimen netral karena tweet ini tidak menunjukkan dukungan eksklusif terhadap satu calon.,
Pingin nyoblos Ganjar tapi kami di proyek ga bisa nyoblos karena KTP-nya bukan warga lokal. Sedih. Semoga 03 menang.,Positif,Tweet ini menunjukkan dukungan terhadap Ganjar meskipun ada kendala dalam pencoblosan.,Dukungan terhadap Ganjar menunjukkan sentimen positif karena tweet ini menyatakan keinginan untuk mencoblos Ganjar meskipun ada kendala.,
Kita maksimalkan suara kita untuk Pak Anies yah. Kalau ternyata belum cukup kita berjuang ke Pak Ganjar yah. Asalkan bukan PS aja.,Netral,Tweet ini menunjukkan dukungan terhadap Anies namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.,Dukungan terhadap dua calon menunjukkan sentimen netral karena tweet ini tidak menunjukkan dukungan eksklusif terhadap satu calon.,
Andai JKW mendukung Ganjar apa praktek bansos dan PJ tidak terjadi? Ah rasanya tidak mungkin PDIP tidak tahu menahu,Negatif,Tweet ini menunjukkan kritik terhadap kemungkinan dukungan JKW terhadap Ganjar terkait praktek bansos dan PJ.,Kritik terhadap dukungan menunjukkan sentimen negatif karena tweet ini menyatakan bahwa dukungan JKW terhadap Ganjar tidak mungkin tanpa mengetahui praktek bansos dan PJ.,
@CNNIndonesia Kita maksimalkan suara kita untuk Pak Anies ya. Kalau ternyata belum cukup kita berjuang ke Pak Ganjar ya. Asalkan bukan PS aja.,Netral,"Tweet ini menunjukkan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies tidak cukup kuat. Tidak ada sentimen negatif atau positif yang jelas terhadap Ganjar.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
"@ibnu123123 @GL_Filosufi Andai JKW mendukung Ganjar, apa praktek bansos dan PJ tidak terjadi? Ah rasanya tidak mungkin PDIP tidak tahu menahu.",Negatif,"Tweet ini mengkritik kemungkinan adanya praktek bansos dan PJ jika Ganjar didukung oleh JKW, serta menyatakan ketidakpercayaan terhadap PDIP.",Kritik terhadap Ganjar dan PDIP menunjukkan sentimen negatif karena menyatakan ketidakpercayaan dan dugaan praktek yang tidak baik.,
Inisiatif Mas Ganjar untuk menyediakan obat esensial di setiap Puskesmas memastikan masyarakat memiliki akses terhadap pengobatan yang dibutuhkan.,Positif,"Tweet ini memuji inisiatif Ganjar dalam menyediakan obat esensial di Puskesmas, yang dianggap bermanfaat bagi masyarakat.",Dukungan terhadap inisiatif kesehatan menunjukkan sentimen positif karena memuji upaya Ganjar dalam meningkatkan akses pengobatan.,
"@talifia_ Pilih Anies, dukung Ganjar, coblos Prabowo.",Netral,Tweet ini menyebutkan tiga calon tanpa menunjukkan dukungan atau kritik yang jelas terhadap salah satu dari mereka.,Penyebutan tiga calon menunjukkan sentimen netral karena tidak ada dukungan atau kritik yang jelas terhadap satu calon.,
@ganjarpranowo Satukan suara untuk selalu mendukung Pak Ganjar Pranowo.,Positif,Tweet ini menunjukkan dukungan penuh terhadap Ganjar Pranowo.,Dukungan penuh terhadap Ganjar menunjukkan sentimen positif karena menyatakan dukungan yang jelas dan tegas.,
"Ini Lokasi TPS Tempat Anies, Prabowo, dan Ganjar Nyoblos.",Netral,Tweet ini hanya memberikan informasi tentang lokasi TPS tanpa menunjukkan dukungan atau kritik terhadap salah satu calon.,Informasi netral menunjukkan sentimen netral karena tidak ada opini atau emosi yang jelas terhadap salah satu calon.,
Ganjar-Mahfud: pasangan yang mengubah politik jadi ajang berbagi cerita. Ganjar Pranowo hanya yang terbaik untuk rakyat.,Positif,Tweet ini memuji pasangan Ganjar-Mahfud dan menyatakan bahwa mereka adalah yang terbaik untuk rakyat.,Dukungan terhadap pasangan Ganjar-Mahfud menunjukkan sentimen positif karena memuji mereka sebagai yang terbaik untuk rakyat.,
@AndreasSolusi Jokowi kali yang tidak punya khianati Ganjar.,Negatif,Tweet ini mengkritik Jokowi dengan menyatakan bahwa dia mengkhianati Ganjar.,Kritik terhadap Jokowi terkait Ganjar menunjukkan sentimen negatif karena menyatakan adanya pengkhianatan.,
"@igoraithab Kayaknya Pak Ganjar makin lama makin ganteng deh, tak coblos ah.",Positif,Tweet ini memuji penampilan Ganjar dan menyatakan niat untuk memilihnya.,Pujian terhadap penampilan Ganjar menunjukkan sentimen positif karena menyatakan niat untuk memilihnya.,
Ganjar-Mahfud menegaskan bahwa integritas dan kejujuran harus dijunjung tinggi dalam setiap tahapan pemilihan di TPS. Kesejahteraan berkali lipat Indonesia Hebat!,Positif,Tweet ini memuji komitmen Ganjar-Mahfud terhadap integritas dan kejujuran dalam pemilihan.,Dukungan terhadap integritas dan kejujuran menunjukkan sentimen positif karena memuji komitmen Ganjar-Mahfud.,
feelingku Ganjar langsung gaspol (pendukungnya stay quiet soalnya).,Netral,"Tweet ini menyatakan perasaan bahwa Ganjar akan langsung bergerak cepat, namun tidak menunjukkan dukungan atau kritik yang jelas.",Pernyataan perasaan tanpa dukungan atau kritik yang jelas menunjukkan sentimen netral.,
@KompasTV siap pilih paslon 03 ga siiii gaspolll in Pak Ganjar untuk hari iniii.,Positif,Tweet ini menunjukkan dukungan penuh terhadap pasangan Ganjar-Mahfud.,Dukungan penuh terhadap pasangan Ganjar-Mahfud menunjukkan sentimen positif karena menyatakan dukungan yang jelas dan tegas.,
Selamat pagi Indonesia. Jangan lupa nyoblos. Yang penting: Coblos Ganjar Mahfud.,Positif,Tweet ini mengingatkan untuk memilih dan menunjukkan dukungan terhadap Ganjar-Mahfud.,Dukungan terhadap Ganjar-Mahfud menunjukkan sentimen positif karena menyatakan dukungan yang jelas.,
@Bisniscom Yang paling mumpuni sudah pasti Pak Anies. Jika di putaran pertama sampai Pak Anies kalah nanti mendingan saya beralih ke Pak Ganjar.,Netral,"Tweet ini menunjukkan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
Usai Mencoblos Ganjar Bakal Temui Megawati.,Netral,Tweet ini hanya memberikan informasi tentang rencana Ganjar setelah mencoblos tanpa menunjukkan dukungan atau kritik.,Informasi netral menunjukkan sentimen netral karena tidak ada opini atau emosi yang jelas terhadap Ganjar.,
Keberpihakan Mas Ganjar terhadap rakyat kecil dan menengah membangun harapan bahwa setiap warga negara akan mendapat perlakuan yang adil.,Positif,Tweet ini memuji keberpihakan Ganjar terhadap rakyat kecil dan menengah.,Dukungan terhadap keberpihakan Ganjar menunjukkan sentimen positif karena memuji upaya Ganjar dalam memberikan perlakuan yang adil.,
"@ganjarpranowo Gaya Pak Ganjar alami sekali, tidak ada kesan dibuat-buat. Salut Pak dengan ketulusannya, semoga berlanjut terus seperti ini.",Positif,Tweet ini memuji gaya alami dan ketulusan Ganjar.,Pujian terhadap gaya dan ketulusan Ganjar menunjukkan sentimen positif karena menyatakan apresiasi yang jelas.,
Dukung Ganjar-Mahfud mereka punya chemistry yang pas untuk memimpin. Bersama Ganjar kita sejahtera.,Positif,Tweet ini menunjukkan dukungan penuh terhadap pasangan Ganjar-Mahfud dan menyatakan keyakinan bahwa mereka akan membawa kesejahteraan.,Dukungan penuh terhadap pasangan Ganjar-Mahfud menunjukkan sentimen positif karena menyatakan dukungan yang jelas dan tegas.,
Pak Ganjar sosok calon pemimpin yang sangat merakyat sekali.,Positif,Tweet ini memuji Ganjar sebagai sosok yang merakyat.,Pujian terhadap sifat merakyat Ganjar menunjukkan sentimen positif karena menyatakan apresiasi yang jelas.,
Ganjar - Mahfud mengajak seluruh pendukungnya untuk memberikan contoh terbaik dalam menjaga proses pemilu yang bersih di TPS. Ganjar Pranowo terbukti mensejahterakan.,Positif,Tweet ini memuji ajakan Ganjar-Mahfud untuk menjaga pemilu yang bersih dan menyatakan bahwa Ganjar telah mensejahterakan masyarakat.,Dukungan terhadap integritas pemilu dan kesejahteraan masyarakat menunjukkan sentimen positif karena memuji upaya Ganjar-Mahfud.,
"Sejauh ini baru 2 orang di sini yang pakai merah putih aka GANJAR PRANOWO, sisanya belum kelihatan. Jangan harap Anies menang kalau di sini. Tapi tidak apa-apa asal bukan si orba yang menang.",Netral,"Tweet ini menyatakan dukungan terhadap Ganjar dan ketidaksetujuan terhadap calon lain, namun tidak menunjukkan sentimen yang jelas terhadap Ganjar.",Pernyataan dukungan dan ketidaksetujuan terhadap calon lain menunjukkan sentimen netral karena tidak ada dukungan atau kritik yang jelas terhadap Ganjar.,
@CNNIndonesia AMIN kalah di putaran pertama saya pilih Ganjar aja deh.,Netral,"Tweet ini menunjukkan dukungan terhadap Ganjar jika AMIN kalah, namun tidak menunjukkan sentimen yang jelas terhadap Ganjar.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
@MurtadhaOne1 Selain TV MNC group ada ga Ganjar menang.,Netral,Tweet ini menanyakan tentang kemenangan Ganjar tanpa menunjukkan dukungan atau kritik yang jelas.,Pertanyaan netral menunjukkan sentimen netral karena tidak ada opini atau emosi yang jelas terhadap Ganjar.,
@tvOneNews Anies memang pilihan terbaik sih tapi kalau kalah ya gimana lagi… mending Ganjar timbang Prabowo.,Netral,"Tweet ini menunjukkan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
Gila abis nonton Dirty Vote langsung melek liat Close the door malem ini. Prabowo semakin keliatan kotor semakin yakin deh pilih Ganjar - Mahfud.,Positif,Tweet ini menyatakan keyakinan untuk memilih Ganjar-Mahfud setelah melihat Prabowo dalam konteks negatif.,Keyakinan untuk memilih Ganjar-Mahfud menunjukkan sentimen positif karena menyatakan dukungan yang jelas.,
Film Dirty Vote soal Pemilu Curang Tim Prabowo & Ganjar Buka Suara.,Netral,Tweet ini hanya memberikan informasi tentang film tanpa menunjukkan dukungan atau kritik yang jelas terhadap Ganjar.,Informasi netral menunjukkan sentimen netral karena tidak ada opini atau emosi yang jelas terhadap Ganjar.,
@salimafillah Kadar keimanan terhadap Jokowi kita ketinggian dan itu tak akan ku ulangi lagi pada Pak Ganjar. Cukup dukung sampai jadi setelah jadi kritisi dari hari ke hari.,Netral,Tweet ini menyatakan dukungan terhadap Ganjar dengan catatan akan mengkritisi setelah terpilih.,Dukungan dengan catatan menunjukkan sentimen netral karena ada elemen kritik yang disertakan.,
GanjardanMahfud bukan hanya pilihan politik tapi juga harapan kita untuk masa depan. Mari bersama-sama Vote Love. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat.,Positif,Tweet ini memuji Ganjar-Mahfud sebagai harapan masa depan dan menyatakan bahwa Ganjar adalah sosok yang merakyat.,Dukungan terhadap Ganjar-Mahfud menunjukkan sentimen positif karena menyatakan apresiasi yang jelas.,
@_sandaljepit @macanlorreng @ayamnuklir aslii pak ganjar tuh gantengnya gabisa dijelasin.,Positif,Tweet ini memuji penampilan Ganjar.,Pujian terhadap penampilan Ganjar menunjukkan sentimen positif karena menyatakan apresiasi yang jelas.,
Bersama Ganjar - Mahfud mari kita tebarkan Vote Love di mana pun kita berada. Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat!,Positif,Tweet ini menunjukkan dukungan penuh terhadap pasangan Ganjar-Mahfud.,Dukungan penuh terhadap pasangan Ganjar-Mahfud menunjukkan sentimen positif karena menyatakan dukungan yang jelas dan tegas.,
Dalam setiap langkah Mas Ganjar - Prof Mahfud mengajak seluruh tim untuk menjunjung tinggi nilai-nilai kejujuran di TPS. Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat!,Positif,Tweet ini memuji ajakan Ganjar-Mahfud untuk menjunjung tinggi nilai-nilai kejujuran dalam pemilu.,Dukungan terhadap integritas pemilu menunjukkan sentimen positif karena memuji upaya Ganjar-Mahfud.,
Ganjar-Mahfud bukti bahwa politik bisa dilakukan dengan cara yang baik. Ganjar Pranowo hanya yang terbaik untuk rakyat.,Positif,Tweet ini memuji pasangan Ganjar-Mahfud dan menyatakan bahwa mereka adalah yang terbaik untuk rakyat.,Dukungan terhadap pasangan Ganjar-Mahfud menunjukkan sentimen positif karena memuji mereka sebagai yang terbaik untuk rakyat.,
@tvOneNews ga bakal pilih yang sok gemoy sih pilihmah yang realistis kaya Anies kalau kalah ya Ganjar.,Netral,"Tweet ini menunjukkan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
Bissmillah 2 Suara di rumah saya untuk Pak Ganjar dan Pak Mahfud. Presiden dan Wakil Presiden Masa Bakti 2024 - 2029 Menang Menang Menang.,Positif,Tweet ini menunjukkan dukungan penuh terhadap pasangan Ganjar-Mahfud.,Dukungan penuh terhadap pasangan Ganjar-Mahfud menunjukkan sentimen positif karena menyatakan dukungan yang jelas dan tegas.,
@kumparan Bersama Anies Indonesia akan maju kalau sampai kalah sih lebih baik dukung Ganjar aja.,Netral,"Tweet ini menunjukkan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
@IDNTimes Indonesia maju bersama Ganjar Mahfud.,Positif,Tweet ini menunjukkan dukungan penuh terhadap pasangan Ganjar-Mahfud.,Dukungan penuh terhadap pasangan Ganjar-Mahfud menunjukkan sentimen positif karena menyatakan dukungan yang jelas dan tegas.,
@kumparan Bismillah udah yakin dengan Ganjar Mahfud semoga GAMA menang.,Positif,Tweet ini menunjukkan keyakinan dan dukungan penuh terhadap pasangan Ganjar-Mahfud.,Dukungan penuh terhadap pasangan Ganjar-Mahfud menunjukkan sentimen positif karena menyatakan dukungan yang jelas dan tegas.,
@Aryprasetyo85 @007koteka @03__nakula @__AnakKolong @_memoryusang @islah_bahrawi @Miduk17 @mikuroQ @ch_chotimah2 @vita_AVP Loh jadi buzzer Ganjar jangan dodol. Dia berkomentar ketika wartawan nanya soal di film itu angkatan darat disebut. Ya wajar lah pak menjawab wartawan. Sangking paniknya dodolnya semakin dalam.,Netral,Tweet ini mengomentari reaksi Ganjar terhadap pertanyaan wartawan tanpa menunjukkan dukungan atau kritik yang jelas.,Komentar netral menunjukkan sentimen netral karena tidak ada opini atau emosi yang jelas terhadap Ganjar.,
@TPNGanjarMahfud ayo Pak Ganjar semangat.,Positif,Tweet ini menunjukkan dukungan dan semangat untuk Ganjar.,Dukungan dan semangat untuk Ganjar menunjukkan sentimen positif karena menyatakan dukungan yang jelas.,
GanjardanMahfud bukan hanya mimpi tapi kenyataan yang bisa kita wujudkan dengan Vote Love. Bersama Ganjar kita sejahtera.,Positif,Tweet ini menunjukkan dukungan penuh terhadap pasangan Ganjar-Mahfud dan menyatakan keyakinan bahwa mereka akan membawa kesejahteraan.,Dukungan penuh terhadap pasangan Ganjar-Mahfud menunjukkan sentimen positif karena menyatakan dukungan yang jelas dan tegas.,
@AndreasSolusi Haha… Pak Anies dan Pak Ganjar bukan insan culas yang pingin jabatan… Mana mungkin beliau berdua mau menjadi pembantu Gibran… Sorry yeee.,Netral,"Tweet ini menyatakan bahwa Anies dan Ganjar bukan orang yang culas, namun tidak menunjukkan dukungan atau kritik yang jelas terhadap Ganjar.",Pernyataan netral menunjukkan sentimen netral karena tidak ada opini atau emosi yang jelas terhadap Ganjar.,
Siapapun yg terpilih jadi Presiden nanti hati kita harus dapat menerima dengan lapang dada ikhlas dan Prabowo Hubungan dengan teman saudara harus terjalin dengan Anies dan damai. Semoga Allah memberikan kita semua Ganjar an sesuai dengan pilihan dan perbuatan kita.,Netral,"Tweet ini menyarankan untuk menerima hasil pemilu dengan lapang dada dan menjaga hubungan baik, tanpa menunjukkan dukungan atau kritik yang jelas terhadap Ganjar.",Pesan netral menunjukkan sentimen netral karena tidak ada opini atau emosi yang jelas terhadap Ganjar.,
Generasi muda ini adalah kesempatan kita untuk berkontribusi dengan Vot3 Love untuk Ganjar - Mahfud. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @rebel15536588 #GanjarMahfud2024 #KitaAdalahTiga #Coblos3,Positif,Tweet ini mendukung Ganjar dan Mahfud dengan semangat dan menyatakan bahwa mereka berhak mendapatkan yang terbaik.,Dukungan yang jelas menunjukkan sentimen positif karena ada semangat dan keyakinan terhadap Ganjar dan Mahfud.,
@TPNGanjarMahfud ganjar-mahfud menang 1 putaran,Positif,Tweet ini menyatakan keyakinan bahwa Ganjar dan Mahfud akan menang dalam satu putaran.,Keyakinan terhadap kemenangan menunjukkan sentimen positif karena ada optimisme terhadap Ganjar dan Mahfud.,
Bersama Mas Ganjar - Prof Mahfud pendukungnya siap menjadi penjaga integritas dalam proses pemilihan di TPS. Ganjar Pranowo terbukti lebih baik @holaa_04 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka terbukti lebih baik.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap integritas dan kemampuan Ganjar dan Mahfud.,
Gaya Mas Ganjar bikin adem cocok banget jadi pemimpin. Ganjar Pranowo terbukti lebih baik @nazielljaemm #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini memuji gaya kepemimpinan Ganjar dan menyatakan bahwa dia terbukti lebih baik.,Pujian terhadap kepemimpinan menunjukkan sentimen positif karena ada keyakinan terhadap kemampuan Ganjar.,
@davidyao74 Jadi presiden itu garis tangan… Jadi semakin yakin ganjar pranowo akan jadi presiden… Auranya… Itu… Aura positif beda sama si penculikan aura negatifnya tinggi sekali… Banyak dosa masa lalu hitam kelam berlumpur darah aktifis 98,Negatif,"Tweet ini mengkritik calon lain dengan menyebutkan aura negatif dan dosa masa lalu, sementara menyatakan keyakinan terhadap Ganjar.",Kritik terhadap calon lain menunjukkan sentimen negatif karena ada kritik yang jelas terhadap calon lain.,
@QTabebuya Ganjar Mahfud menang 1 putaran,Positif,Tweet ini menyatakan keyakinan bahwa Ganjar dan Mahfud akan menang dalam satu putaran.,Keyakinan terhadap kemenangan menunjukkan sentimen positif karena ada optimisme terhadap Ganjar dan Mahfud.,
@tvOneNews kawal anies sih tapi kalau kalah ya alternatif nya hanya ganjar. gak mungkin dong prabowo https://t.co/CNMnqzF5KE,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
Vot3 Lov3 tindakan kecil kita dengan dampak besar untuk GanjardanMahfud. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @hazim203 #GanjarMahfud2024 #KitaAdalahTiga #Coblos3,Positif,Tweet ini mendukung Ganjar dan Mahfud dengan semangat dan menyatakan bahwa mereka berhak mendapatkan yang terbaik.,Dukungan yang jelas menunjukkan sentimen positif karena ada semangat dan keyakinan terhadap Ganjar dan Mahfud.,
@agnikaimal24775 GAS POL DUKUNG GANJAR MAHFUD,Positif,Tweet ini mendukung Ganjar dan Mahfud dengan semangat.,Dukungan yang jelas menunjukkan sentimen positif karena ada semangat dan keyakinan terhadap Ganjar dan Mahfud.,
@kanialauraa @peonwi @tubirfess trus ujungnya dukung ganjar ya apa bedanya anjir sama aja yg megang urusan undang bakal tetep DPR tetep PDIP tetep mega sama puan,Negatif,Tweet ini mengkritik dukungan terhadap Ganjar dengan menyatakan bahwa tidak ada bedanya dengan yang lain.,Kritik terhadap dukungan menunjukkan sentimen negatif karena ada ketidakpuasan yang jelas.,
@Bisniscom Pasti lagi takut tuh jadi saya jelas dukung aja pak Anies jika kalah pun lebih baik pak Ganjar https://t.co/MClVonIvgD,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
setiap debat membuktikan bahwa Mas Ganjar Mahfud adalah pemimpin yang mampu menyampaikan visi dengan jelas dan lugas. @ssyahdara #GanjarMahfud2024 #KitaAdalahTiga #Coblos3,Positif,Tweet ini memuji kemampuan Ganjar dan Mahfud dalam menyampaikan visi mereka.,Pujian terhadap kemampuan menunjukkan sentimen positif karena ada keyakinan terhadap kemampuan Ganjar dan Mahfud.,
Pak Ganjar - Prof Mahfud memberikan dorongan moral kepada seluruh pendukungnya untuk berperan aktif di TPS. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @hyuzowl #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka berhak mendapatkan yang terbaik.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
Mas Ganjar bikin suasana politik makin asyik. Bersama Ganjar kita sejahtera @neytrue #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini memuji Ganjar dan menyatakan bahwa dia membuat suasana politik lebih baik.,Pujian terhadap Ganjar menunjukkan sentimen positif karena ada keyakinan terhadap kemampuan Ganjar.,
Tak ada yang mustahil jika kita bersatu Vot3 Love Ganjar - Mahfud. Tiga Kali Lebih Sejahtera Indonesia Jaya! @paij0p #GanjarMahfud2024 #KitaAdalahTiga #Coblos3,Positif,Tweet ini mendukung Ganjar dan Mahfud dengan semangat dan menyatakan bahwa mereka akan membawa kesejahteraan.,Dukungan yang jelas menunjukkan sentimen positif karena ada semangat dan keyakinan terhadap Ganjar dan Mahfud.,
@kumparan Yang ku dukung cuman pak anies jika kalah pun lebih baik dukung pak ganjar dan jelas menolak untuk mendukung pragib https://t.co/PxyC0ZXPuQ,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
@tvOneNews pilih yg nyata kerja nya lah kalau gak anies ya ganjar https://t.co/eX2RwP9tx9,Netral,"Tweet ini menyatakan dukungan terhadap Anies atau Ganjar, tanpa menunjukkan dukungan eksklusif terhadap satu calon.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
Jangan takut untuk berbuat baik mulailah dengan memberikan suara Vot3 Lov3 untuk Mas Ganjar & Pak Mahfud. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @ganduekasaputra #GanjarMahfud2024 #KitaAdalahTiga #Coblos3,Positif,Tweet ini mendukung Ganjar dan Mahfud dengan semangat dan menyatakan bahwa mereka berhak mendapatkan yang terbaik.,Dukungan yang jelas menunjukkan sentimen positif karena ada semangat dan keyakinan terhadap Ganjar dan Mahfud.,
Poin-poin Mas Ganjar tentang penanganan kemiskinan dan pengangguran memberikan gambaran konkret bagaimana dia akan mengatasi masalah sosial di masyarakat. @sunookimbab #GanjarMahfud2024 #KitaAdalahTiga #Coblos3,Positif,Tweet ini memuji rencana Ganjar dalam mengatasi masalah sosial.,Pujian terhadap rencana menunjukkan sentimen positif karena ada keyakinan terhadap kemampuan Ganjar.,
